strategy,requests_per_day,update_interval_days,software_memory_savings,fixed_substrate_cost,analog_conversion_overhead,yield_repair_factor,accuracy_fallback_penalty,requests_per_update,per_request_cost,amortized_fixed_cost,total_normalized_cost
hybrid_physicalized_submodel,100.0,365.0,0.2,350000.0,0.35,1.6,0.04,36500.0,4.484906666666666,3.9438919121786453,8.428798578845312
programmable_unoptimized,100.0,365.0,0.2,350000.0,0.8,1.15,0.04,36500.0,12.416666666666668,0.0,12.416666666666668
software_optimized,100.0,365.0,0.2,350000.0,0.8,1.15,0.04,36500.0,10.023333333333333,0.0,10.023333333333333
programmable_accelerator,100.0,365.0,0.2,350000.0,0.8,1.15,0.04,36500.0,1.5196500000000004,0.7750046913116908,2.294654691311691
fixed_digital_weights,100.0,365.0,0.2,350000.0,0.8,1.15,0.04,36500.0,0.77826,11.199099268155377,11.977359268155377
analog_in_memory,100.0,365.0,0.2,350000.0,0.8,1.15,0.04,36500.0,7.827567000000002,14.921420529179958,22.74898752917996
hybrid_physicalized_submodel,100.0,365.0,0.2,350000.0,0.8,1.15,0.04,36500.0,4.484906666666666,3.9438919121786453,8.428798578845312
programmable_unoptimized,100.0,365.0,0.2,350000.0,0.8,1.6,0.04,36500.0,12.416666666666668,0.0,12.416666666666668
software_optimized,100.0,365.0,0.2,350000.0,0.8,1.6,0.04,36500.0,10.023333333333333,0.0,10.023333333333333
programmable_accelerator,100.0,365.0,0.2,350000.0,0.8,1.6,0.04,36500.0,1.5196500000000004,0.7750046913116908,2.294654691311691
fixed_digital_weights,100.0,365.0,0.2,350000.0,0.8,1.6,0.04,36500.0,0.77826,11.199099268155377,11.977359268155377
analog_in_memory,100.0,365.0,0.2,350000.0,0.8,1.6,0.04,36500.0,10.890528000000003,20.315256145618314,31.205784145618317
hybrid_physicalized_submodel,100.0,365.0,0.2,350000.0,0.8,1.6,0.04,36500.0,4.484906666666666,3.9438919121786453,8.428798578845312
programmable_unoptimized,100.0,365.0,0.35,350000.0,0.35,1.15,0.04,36500.0,12.416666666666668,0.0,12.416666666666668
software_optimized,100.0,365.0,0.35,350000.0,0.35,1.15,0.04,36500.0,8.273333333333333,0.0,8.273333333333333
programmable_accelerator,100.0,365.0,0.35,350000.0,0.35,1.15,0.04,36500.0,1.4157,0.7750046913116908,2.1907046913116908
fixed_digital_weights,100.0,365.0,0.35,350000.0,0.35,1.15,0.04,36500.0,0.77826,11.199099268155377,11.977359268155377
analog_in_memory,100.0,365.0,0.35,350000.0,0.35,1.15,0.04,36500.0,3.8428169999999997,14.921420529179958,18.764237529179958
hybrid_physicalized_submodel,100.0,365.0,0.35,350000.0,0.35,1.15,0.04,36500.0,3.756906666666667,3.9438919121786453,7.700798578845312
programmable_unoptimized,100.0,365.0,0.35,350000.0,0.35,1.6,0.04,36500.0,12.416666666666668,0.0,12.416666666666668
software_optimized,100.0,365.0,0.35,350000.0,0.35,1.6,0.04,36500.0,8.273333333333333,0.0,8.273333333333333
programmable_accelerator,100.0,365.0,0.35,350000.0,0.35,1.6,0.04,36500.0,1.4157,0.7750046913116908,2.1907046913116908
fixed_digital_weights,100.0,365.0,0.35,350000.0,0.35,1.6,0.04,36500.0,0.77826,11.199099268155377,11.977359268155377
analog_in_memory,100.0,365.0,0.35,350000.0,0.35,1.6,0.04,36500.0,5.346528,20.315256145618314,25.661784145618313
hybrid_physicalized_submodel,100.0,365.0,0.35,350000.0,0.35,1.6,0.04,36500.0,3.756906666666667,3.9438919121786453,7.700798578845312
programmable_unoptimized,100.0,365.0,0.35,350000.0,0.8,1.15,0.04,36500.0,12.416666666666668,0.0,12.416666666666668
software_optimized,100.0,365.0,0.35,350000.0,0.8,1.15,0.04,36500.0,8.273333333333333,0.0,8.273333333333333
programmable_accelerator,100.0,365.0,0.35,350000.0,0.8,1.15,0.04,36500.0,1.4157,0.7750046913116908,2.1907046913116908
fixed_digital_weights,100.0,365.0,0.35,350000.0,0.8,1.15,0.04,36500.0,0.77826,11.199099268155377,11.977359268155377
analog_in_memory,100.0,365.0,0.35,350000.0,0.8,1.15,0.04,36500.0,7.827567000000002,14.921420529179958,22.74898752917996
hybrid_physicalized_submodel,100.0,365.0,0.35,350000.0,0.8,1.15,0.04,36500.0,3.756906666666667,3.9438919121786453,7.700798578845312
programmable_unoptimized,100.0,365.0,0.35,350000.0,0.8,1.6,0.04,36500.0,12.416666666666668,0.0,12.416666666666668
software_optimized,100.0,365.0,0.35,350000.0,0.8,1.6,0.04,36500.0,8.273333333333333,0.0,8.273333333333333
programmable_accelerator,100.0,365.0,0.35,350000.0,0.8,1.6,0.04,36500.0,1.4157,0.7750046913116908,2.1907046913116908
fixed_digital_weights,100.0,365.0,0.35,350000.0,0.8,1.6,0.04,36500.0,0.77826,11.199099268155377,11.977359268155377
analog_in_memory,100.0,365.0,0.35,350000.0,0.8,1.6,0.04,36500.0,10.890528000000003,20.315256145618314,31.205784145618317
hybrid_physicalized_submodel,100.0,365.0,0.35,350000.0,0.8,1.6,0.04,36500.0,3.756906666666667,3.9438919121786453,7.700798578845312
programmable_unoptimized,100.0,365.0,0.5,350000.0,0.35,1.15,0.04,36500.0,12.416666666666668,0.0,12.416666666666668
software_optimized,100.0,365.0,0.5,350000.0,0.35,1.15,0.04,36500.0,6.523333333333333,0.0,6.523333333333333
programmable_accelerator,100.0,365.0,0.5,350000.0,0.35,1.15,0.04,36500.0,1.3117500000000002,0.7750046913116908,2.086754691311691
fixed_digital_weights,100.0,365.0,0.5,350000.0,0.35,1.15,0.04,36500.0,0.77826,11.199099268155377,11.977359268155377
analog_in_memory,100.0,365.0,0.5,350000.0,0.35,1.15,0.04,36500.0,3.8428169999999997,14.921420529179958,18.764237529179958
hybrid_physicalized_submodel,100.0,365.0,0.5,350000.0,0.35,1.15,0.04,36500.0,3.028906666666667,3.9438919121786453,6.972798578845312
programmable_unoptimized,100.0,365.0,0.5,350000.0,0.35,1.6,0.04,36500.0,12.416666666666668,0.0,12.416666666666668
software_optimized,100.0,365.0,0.5,350000.0,0.35,1.6,0.04,36500.0,6.523333333333333,0.0,6.523333333333333
programmable_accelerator,100.0,365.0,0.5,350000.0,0.35,1.6,0.04,36500.0,1.3117500000000002,0.7750046913116908,2.086754691311691
fixed_digital_weights,100.0,365.0,0.5,350000.0,0.35,1.6,0.04,36500.0,0.77826,11.199099268155377,11.977359268155377
analog_in_memory,100.0,365.0,0.5,350000.0,0.35,1.6,0.04,36500.0,5.346528,20.315256145618314,25.661784145618313
hybrid_physicalized_submodel,100.0,365.0,0.5,350000.0,0.35,1.6,0.04,36500.0,3.028906666666667,3.9438919121786453,6.972798578845312
programmable_unoptimized,100.0,365.0,0.5,350000.0,0.8,1.15,0.04,36500.0,12.416666666666668,0.0,12.416666666666668
software_optimized,100.0,365.0,0.5,350000.0,0.8,1.15,0.04,36500.0,6.523333333333333,0.0,6.523333333333333
programmable_accelerator,100.0,365.0,0.5,350000.0,0.8,1.15,0.04,36500.0,1.3117500000000002,0.7750046913116908,2.086754691311691
fixed_digital_weights,100.0,365.0,0.5,350000.0,0.8,1.15,0.04,36500.0,0.77826,11.199099268155377,11.977359268155377
analog_in_memory,100.0,365.0,0.5,350000.0,0.8,1.15,0.04,36500.0,7.827567000000002,14.921420529179958,22.74898752917996
hybrid_physicalized_submodel,100.0,365.0,0.5,350000.0,0.8,1.15,0.04,36500.0,3.028906666666667,3.9438919121786453,6.972798578845312
programmable_unoptimized,100.0,365.0,0.5,350000.0,0.8,1.6,0.04,36500.0,12.416666666666668,0.0,12.416666666666668
software_optimized,100.0,365.0,0.5,350000.0,0.8,1.6,0.04,36500.0,6.523333333333333,0.0,6.523333333333333
programmable_accelerator,100.0,365.0,0.5,350000.0,0.8,1.6,0.04,36500.0,1.3117500000000002,0.7750046913116908,2.086754691311691
fixed_digital_weights,100.0,365.0,0.5,350000.0,0.8,1.6,0.04,36500.0,0.77826,11.199099268155377,11.977359268155377
analog_in_memory,100.0,365.0,0.5,350000.0,0.8,1.6,0.04,36500.0,10.890528000000003,20.315256145618314,31.205784145618317
hybrid_physicalized_submodel,100.0,365.0,0.5,350000.0,0.8,1.6,0.04,36500.0,3.028906666666667,3.9438919121786453,6.972798578845312
programmable_unoptimized,1000.0,1.0,0.0,350000.0,0.35,1.15,0.04,1000.0,12.416666666666668,0.0,12.416666666666668
software_optimized,1000.0,1.0,0.0,350000.0,0.35,1.15,0.04,1000.0,12.356666666666667,0.0,12.356666666666667
programmable_accelerator,1000.0,1.0,0.0,350000.0,0.35,1.15,0.04,1000.0,1.6582500000000002,133.0,134.65825
fixed_digital_weights,1000.0,1.0,0.0,350000.0,0.35,1.15,0.04,1000.0,0.77826,10880.0,10880.77826
analog_in_memory,1000.0,1.0,0.0,350000.0,0.35,1.15,0.04,1000.0,3.8428169999999997,4733.125,4736.967817
hybrid_physicalized_submodel,1000.0,1.0,0.0,350000.0,0.35,1.15,0.04,1000.0,5.455573333333333,1400.5,1405.9555733333334
programmable_unoptimized,1000.0,1.0,0.0,350000.0,0.35,1.6,0.04,1000.0,12.416666666666668,0.0,12.416666666666668
software_optimized,1000.0,1.0,0.0,350000.0,0.35,1.6,0.04,1000.0,12.356666666666667,0.0,12.356666666666667
programmable_accelerator,1000.0,1.0,0.0,350000.0,0.35,1.6,0.04,1000.0,1.6582500000000002,133.0,134.65825
fixed_digital_weights,1000.0,1.0,0.0,350000.0,0.35,1.6,0.04,1000.0,0.77826,10880.0,10880.77826
analog_in_memory,1000.0,1.0,0.0,350000.0,0.35,1.6,0.04,1000.0,5.346528,4930.0,4935.346528
hybrid_physicalized_submodel,1000.0,1.0,0.0,350000.0,0.35,1.6,0.04,1000.0,5.455573333333333,1400.5,1405.9555733333334
programmable_unoptimized,1000.0,1.0,0.0,350000.0,0.8,1.15,0.04,1000.0,12.416666666666668,0.0,12.416666666666668
software_optimized,1000.0,1.0,0.0,350000.0,0.8,1.15,0.04,1000.0,12.356666666666667,0.0,12.356666666666667
programmable_accelerator,1000.0,1.0,0.0,350000.0,0.8,1.15,0.04,1000.0,1.6582500000000002,133.0,134.65825
fixed_digital_weights,1000.0,1.0,0.0,350000.0,0.8,1.15,0.04,1000.0,0.77826,10880.0,10880.77826
analog_in_memory,1000.0,1.0,0.0,350000.0,0.8,1.15,0.04,1000.0,7.827567000000002,4733.125,4740.952567
hybrid_physicalized_submodel,1000.0,1.0,0.0,350000.0,0.8,1.15,0.04,1000.0,5.455573333333333,1400.5,1405.9555733333334
programmable_unoptimized,1000.0,1.0,0.0,350000.0,0.8,1.6,0.04,1000.0,12.416666666666668,0.0,12.416666666666668
software_optimized,1000.0,1.0,0.0,350000.0,0.8,1.6,0.04,1000.0,12.356666666666667,0.0,12.356666666666667
programmable_accelerator,1000.0,1.0,0.0,350000.0,0.8,1.6,0.04,1000.0,1.6582500000000002,133.0,134.65825
fixed_digital_weights,1000.0,1.0,0.0,350000.0,0.8,1.6,0.04,1000.0,0.77826,10880.0,10880.77826
analog_in_memory,1000.0,1.0,0.0,350000.0,0.8,1.6,0.04,1000.0,10.890528000000003,4930.0,4940.890528
hybrid_physicalized_submodel,1000.0,1.0,0.0,350000.0,0.8,1.6,0.04,1000.0,5.455573333333333,1400.5,1405.9555733333334
programmable_unoptimized,1000.0,1.0,0.2,350000.0,0.35,1.15,0.04,1000.0,12.416666666666668,0.0,12.416666666666668
software_optimized,1000.0,1.0,0.2,350000.0,0.35,1.15,0.04,1000.0,10.023333333333333,0.0,10.023333333333333
programmable_accelerator,1000.0,1.0,0.2,350000.0,0.35,1.15,0.04,1000.0,1.5196500000000004,133.0,134.51965
fixed_digital_weights,1000.0,1.0,0.2,350000.0,0.35,1.15,0.04,1000.0,0.77826,10880.0,10880.77826
analog_in_memory,1000.0,1.0,0.2,350000.0,0.35,1.15,0.04,1000.0,3.8428169999999997,4733.125,4736.967817
hybrid_physicalized_submodel,1000.0,1.0,0.2,350000.0,0.35,1.15,0.04,1000.0,4.484906666666666,1400.5,1404.9849066666666
programmable_unoptimized,1000.0,1.0,0.2,350000.0,0.35,1.6,0.04,1000.0,12.416666666666668,0.0,12.416666666666668
software_optimized,1000.0,1.0,0.2,350000.0,0.35,1.6,0.04,1000.0,10.023333333333333,0.0,10.023333333333333
programmable_accelerator,1000.0,1.0,0.2,350000.0,0.35,1.6,0.04,1000.0,1.5196500000000004,133.0,134.51965
fixed_digital_weights,1000.0,1.0,0.2,350000.0,0.35,1.6,0.04,1000.0,0.77826,10880.0,10880.77826
analog_in_memory,1000.0,1.0,0.2,350000.0,0.35,1.6,0.04,1000.0,5.346528,4930.0,4935.346528
hybrid_physicalized_submodel,1000.0,1.0,0.2,350000.0,0.35,1.6,0.04,1000.0,4.484906666666666,1400.5,1404.9849066666666
programmable_unoptimized,1000.0,1.0,0.2,350000.0,0.8,1.15,0.04,1000.0,12.416666666666668,0.0,12.416666666666668
software_optimized,1000.0,1.0,0.2,350000.0,0.8,1.15,0.04,1000.0,10.023333333333333,0.0,10.023333333333333
programmable_accelerator,1000.0,1.0,0.2,350000.0,0.8,1.15,0.04,1000.0,1.5196500000000004,133.0,134.51965
fixed_digital_weights,1000.0,1.0,0.2,350000.0,0.8,1.15,0.04,1000.0,0.77826,10880.0,10880.77826
analog_in_memory,1000.0,1.0,0.2,350000.0,0.8,1.15,0.04,1000.0,7.827567000000002,4733.125,4740.952567
hybrid_physicalized_submodel,1000.0,1.0,0.2,350000.0,0.8,1.15,0.04,1000.0,4.484906666666666,1400.5,1404.9849066666666
programmable_unoptimized,1000.0,1.0,0.2,350000.0,0.8,1.6,0.04,1000.0,12.416666666666668,0.0,12.416666666666668
software_optimized,1000.0,1.0,0.2,350000.0,0.8,1.6,0.04,1000.0,10.023333333333333,0.0,10.023333333333333
programmable_accelerator,1000.0,1.0,0.2,350000.0,0.8,1.6,0.04,1000.0,1.5196500000000004,133.0,134.51965
fixed_digital_weights,1000.0,1.0,0.2,350000.0,0.8,1.6,0.04,1000.0,0.77826,10880.0,10880.77826
analog_in_memory,1000.0,1.0,0.2,350000.0,0.8,1.6,0.04,1000.0,10.890528000000003,4930.0,4940.890528
hybrid_physicalized_submodel,1000.0,1.0,0.2,350000.0,0.8,1.6,0.04,1000.0,4.484906666666666,1400.5,1404.9849066666666
programmable_unoptimized,1000.0,1.0,0.35,350000.0,0.35,1.15,0.04,1000.0,12.416666666666668,0.0,12.416666666666668
software_optimized,1000.0,1.0,0.35,350000.0,0.35,1.15,0.04,1000.0,8.273333333333333,0.0,8.273333333333333
programmable_accelerator,1000.0,1.0,0.35,350000.0,0.35,1.15,0.04,1000.0,1.4157,133.0,134.4157
fixed_digital_weights,1000.0,1.0,0.35,350000.0,0.35,1.15,0.04,1000.0,0.77826,10880.0,10880.77826
analog_in_memory,1000.0,1.0,0.35,350000.0,0.35,1.15,0.04,1000.0,3.8428169999999997,4733.125,4736.967817
hybrid_physicalized_submodel,1000.0,1.0,0.35,350000.0,0.35,1.15,0.04,1000.0,3.756906666666667,1400.5,1404.2569066666667
programmable_unoptimized,1000.0,1.0,0.35,350000.0,0.35,1.6,0.04,1000.0,12.416666666666668,0.0,12.416666666666668
software_optimized,1000.0,1.0,0.35,350000.0,0.35,1.6,0.04,1000.0,8.273333333333333,0.0,8.273333333333333
programmable_accelerator,1000.0,1.0,0.35,350000.0,0.35,1.6,0.04,1000.0,1.4157,133.0,134.4157
fixed_digital_weights,1000.0,1.0,0.35,350000.0,0.35,1.6,0.04,1000.0,0.77826,10880.0,10880.77826
analog_in_memory,1000.0,1.0,0.35,350000.0,0.35,1.6,0.04,1000.0,5.346528,4930.0,4935.346528
hybrid_physicalized_submodel,1000.0,1.0,0.35,350000.0,0.35,1.6,0.04,1000.0,3.756906666666667,1400.5,1404.2569066666667
programmable_unoptimized,1000.0,1.0,0.35,350000.0,0.8,1.15,0.04,1000.0,12.416666666666668,0.0,12.416666666666668
software_optimized,1000.0,1.0,0.35,350000.0,0.8,1.15,0.04,1000.0,8.273333333333333,0.0,8.273333333333333
programmable_accelerator,1000.0,1.0,0.35,350000.0,0.8,1.15,0.04,1000.0,1.4157,133.0,134.4157
fixed_digital_weights,1000.0,1.0,0.35,350000.0,0.8,1.15,0.04,1000.0,0.77826,10880.0,10880.77826
analog_in_memory,1000.0,1.0,0.35,350000.0,0.8,1.15,0.04,1000.0,7.827567000000002,4733.125,4740.952567
hybrid_physicalized_submodel,1000.0,1.0,0.35,350000.0,0.8,1.15,0.04,1000.0,3.756906666666667,1400.5,1404.2569066666667
programmable_unoptimized,1000.0,1.0,0.35,350000.0,0.8,1.6,0.04,1000.0,12.416666666666668,0.0,12.416666666666668
software_optimized,1000.0,1.0,0.35,350000.0,0.8,1.6,0.04,1000.0,8.273333333333333,0.0,8.273333333333333
programmable_accelerator,1000.0,1.0,0.35,350000.0,0.8,1.6,0.04,1000.0,1.4157,133.0,134.4157
fixed_digital_weights,1000.0,1.0,0.35,350000.0,0.8,1.6,0.04,1000.0,0.77826,10880.0,10880.77826
analog_in_memory,1000.0,1.0,0.35,350000.0,0.8,1.6,0.04,1000.0,10.890528000000003,4930.0,4940.890528
hybrid_physicalized_submodel,1000.0,1.0,0.35,350000.0,0.8,1.6,0.04,1000.0,3.756906666666667,1400.5,1404.2569066666667
programmable_unoptimized,1000.0,1.0,0.5,350000.0,0.35,1.15,0.04,1000.0,12.416666666666668,0.0,12.416666666666668
software_optimized,1000.0,1.0,0.5,350000.0,0.35,1.15,0.04,1000.0,6.523333333333333,0.0,6.523333333333333
programmable_accelerator,1000.0,1.0,0.5,350000.0,0.35,1.15,0.04,1000.0,1.3117500000000002,133.0,134.31175
fixed_digital_weights,1000.0,1.0,0.5,350000.0,0.35,1.15,0.04,1000.0,0.77826,10880.0,10880.77826
analog_in_memory,1000.0,1.0,0.5,350000.0,0.35,1.15,0.04,1000.0,3.8428169999999997,4733.125,4736.967817
hybrid_physicalized_submodel,1000.0,1.0,0.5,350000.0,0.35,1.15,0.04,1000.0,3.028906666666667,1400.5,1403.5289066666667
programmable_unoptimized,1000.0,1.0,0.5,350000.0,0.35,1.6,0.04,1000.0,12.416666666666668,0.0,12.416666666666668
software_optimized,1000.0,1.0,0.5,350000.0,0.35,1.6,0.04,1000.0,6.523333333333333,0.0,6.523333333333333
programmable_accelerator,1000.0,1.0,0.5,350000.0,0.35,1.6,0.04,1000.0,1.3117500000000002,133.0,134.31175
fixed_digital_weights,1000.0,1.0,0.5,350000.0,0.35,1.6,0.04,1000.0,0.77826,10880.0,10880.77826
analog_in_memory,1000.0,1.0,0.5,350000.0,0.35,1.6,0.04,1000.0,5.346528,4930.0,4935.346528
hybrid_physicalized_submodel,1000.0,1.0,0.5,350000.0,0.35,1.6,0.04,1000.0,3.028906666666667,1400.5,1403.5289066666667
programmable_unoptimized,1000.0,1.0,0.5,350000.0,0.8,1.15,0.04,1000.0,12.416666666666668,0.0,12.416666666666668
software_optimized,1000.0,1.0,0.5,350000.0,0.8,1.15,0.04,1000.0,6.523333333333333,0.0,6.523333333333333
programmable_accelerator,1000.0,1.0,0.5,350000.0,0.8,1.15,0.04,1000.0,1.3117500000000002,133.0,134.31175
fixed_digital_weights,1000.0,1.0,0.5,350000.0,0.8,1.15,0.04,1000.0,0.77826,10880.0,10880.77826
analog_in_memory,1000.0,1.0,0.5,350000.0,0.8,1.15,0.04,1000.0,7.827567000000002,4733.125,4740.952567
hybrid_physicalized_submodel,1000.0,1.0,0.5,350000.0,0.8,1.15,0.04,1000.0,3.028906666666667,1400.5,1403.5289066666667
programmable_unoptimized,1000.0,1.0,0.5,350000.0,0.8,1.6,0.04,1000.0,12.416666666666668,0.0,12.416666666666668
software_optimized,1000.0,1.0,0.5,350000.0,0.8,1.6,0.04,1000.0,6.523333333333333,0.0,6.523333333333333
programmable_accelerator,1000.0,1.0,0.5,350000.0,0.8,1.6,0.04,1000.0,1.3117500000000002,133.0,134.31175
fixed_digital_weights,1000.0,1.0,0.5,350000.0,0.8,1.6,0.04,1000.0,0.77826,10880.0,10880.77826
analog_in_memory,1000.0,1.0,0.5,350000.0,0.8,1.6,0.04,1000.0,10.890528000000003,4930.0,4940.890528
hybrid_physicalized_submodel,1000.0,1.0,0.5,350000.0,0.8,1.6,0.04,1000.0,3.028906666666667,1400.5,1403.5289066666667
programmable_unoptimized,1000.0,7.0,0.0,350000.0,0.35,1.15,0.04,7000.0,12.416666666666668,0.0,12.416666666666668
software_optimized,1000.0,7.0,0.0,350000.0,0.35,1.15,0.04,7000.0,12.356666666666667,0.0,12.356666666666667
programmable_accelerator,1000.0,7.0,0.0,350000.0,0.35,1.15,0.04,7000.0,1.6582500000000002,6.142857142857143,7.801107142857143
fixed_digital_weights,1000.0,7.0,0.0,350000.0,0.35,1.15,0.04,7000.0,0.77826,268.57142857142856,269.34968857142854
analog_in_memory,1000.0,7.0,0.0,350000.0,0.35,1.15,0.04,7000.0,3.8428169999999997,161.875,165.717817
hybrid_physicalized_submodel,1000.0,7.0,0.0,350000.0,0.35,1.15,0.04,7000.0,5.455573333333333,45.785714285714285,51.24128761904762
programmable_unoptimized,1000.0,7.0,0.0,350000.0,0.35,1.6,0.04,7000.0,12.416666666666668,0.0,12.416666666666668
software_optimized,1000.0,7.0,0.0,350000.0,0.35,1.6,0.04,7000.0,12.356666666666667,0.0,12.356666666666667
programmable_accelerator,1000.0,7.0,0.0,350000.0,0.35,1.6,0.04,7000.0,1.6582500000000002,6.142857142857143,7.801107142857143
fixed_digital_weights,1000.0,7.0,0.0,350000.0,0.35,1.6,0.04,7000.0,0.77826,268.57142857142856,269.34968857142854
analog_in_memory,1000.0,7.0,0.0,350000.0,0.35,1.6,0.04,7000.0,5.346528,190.0,195.346528
hybrid_physicalized_submodel,1000.0,7.0,0.0,350000.0,0.35,1.6,0.04,7000.0,5.455573333333333,45.785714285714285,51.24128761904762
programmable_unoptimized,1000.0,7.0,0.0,350000.0,0.8,1.15,0.04,7000.0,12.416666666666668,0.0,12.416666666666668
software_optimized,1000.0,7.0,0.0,350000.0,0.8,1.15,0.04,7000.0,12.356666666666667,0.0,12.356666666666667
programmable_accelerator,1000.0,7.0,0.0,350000.0,0.8,1.15,0.04,7000.0,1.6582500000000002,6.142857142857143,7.801107142857143
fixed_digital_weights,1000.0,7.0,0.0,350000.0,0.8,1.15,0.04,7000.0,0.77826,268.57142857142856,269.34968857142854
analog_in_memory,1000.0,7.0,0.0,350000.0,0.8,1.15,0.04,7000.0,7.827567000000002,161.875,169.702567
hybrid_physicalized_submodel,1000.0,7.0,0.0,350000.0,0.8,1.15,0.04,7000.0,5.455573333333333,45.785714285714285,51.24128761904762
programmable_unoptimized,1000.0,7.0,0.0,350000.0,0.8,1.6,0.04,7000.0,12.416666666666668,0.0,12.416666666666668
software_optimized,1000.0,7.0,0.0,350000.0,0.8,1.6,0.04,7000.0,12.356666666666667,0.0,12.356666666666667
programmable_accelerator,1000.0,7.0,0.0,350000.0,0.8,1.6,0.04,7000.0,1.6582500000000002,6.142857142857143,7.801107142857143
fixed_digital_weights,1000.0,7.0,0.0,350000.0,0.8,1.6,0.04,7000.0,0.77826,268.57142857142856,269.34968857142854
analog_in_memory,1000.0,7.0,0.0,350000.0,0.8,1.6,0.04,7000.0,10.890528000000003,190.0,200.89052800000002
hybrid_physicalized_submodel,1000.0,7.0,0.0,350000.0,0.8,1.6,0.04,7000.0,5.455573333333333,45.785714285714285,51.24128761904762
programmable_unoptimized,1000.0,7.0,0.2,350000.0,0.35,1.15,0.04,7000.0,12.416666666666668,0.0,12.416666666666668
software_optimized,1000.0,7.0,0.2,350000.0,0.35,1.15,0.04,7000.0,10.023333333333333,0.0,10.023333333333333
