workload_class,time_step,event_type,object_id,object_class,size_units,tier,created_at,last_seen_at,lifetime,reuse_count,reuse_distance,correctness_sensitive,provenance_id,source_version,invalidation_signal,trajectory_node_id,branch_id,verifier_id,durability_horizon,merge_state,active,placement_decision,retention_decision,compression_strategy,eviction_decision,runtime_architecture_option,evidence_label
multi-agent branch/merge,68,object_access,multi-agent_branch_merge:branch_state:4,branch state,70.0,CPU DRAM,40,68,28,2,20.0,true,prov:multi-agent_branch_merge:branch:4,synthetic_v2,none,multi-agent_branch_merge:node:4,multi-agent_branch_merge:branch:4,,0,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,68,object_access,multi-agent_branch_merge:trajectory_log:4,trajectory log,35.0,CPU DRAM,41,68,27,2,20.0,true,prov:multi-agent_branch_merge:branch:4,synthetic_v2,none,multi-agent_branch_merge:node:4,multi-agent_branch_merge:branch:4,,190,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,68,object_access,multi-agent_branch_merge:tool_output:1,tool output,79.0,CPU DRAM,20,68,48,3,20.0,true,prov:tool:1,synthetic_v2,none,multi-agent_branch_merge:tool-node:1,multi-agent_branch_merge:branch:1,,190,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,68,object_access,multi-agent_branch_merge:tool_output:2,tool output,78.0,CPU DRAM,33,68,35,2,20.0,true,prov:tool:2,synthetic_v2,none,multi-agent_branch_merge:tool-node:2,multi-agent_branch_merge:branch:2,,190,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,68,object_access,multi-agent_branch_merge:tool_output:3,tool output,80.0,CPU DRAM,46,68,22,2,20.0,true,prov:tool:3,synthetic_v2,none,multi-agent_branch_merge:tool-node:3,multi-agent_branch_merge:branch:3,,190,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,68,object_access,multi-agent_branch_merge:verifier_state:1,verifier state,57.0,CPU DRAM,26,68,42,3,20.0,true,prov:multi-agent_branch_merge:verifier:1,synthetic_v2,none,multi-agent_branch_merge:verify-node:1,multi-agent_branch_merge:branch:1,multi-agent_branch_merge:verifier:1,0,accepted,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,68,object_access,multi-agent_branch_merge:verifier_state:2,verifier state,56.0,CPU DRAM,37,68,31,2,20.0,true,prov:multi-agent_branch_merge:verifier:2,synthetic_v2,none,multi-agent_branch_merge:verify-node:2,multi-agent_branch_merge:branch:2,multi-agent_branch_merge:verifier:2,0,rejected,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,68,object_access,multi-agent_branch_merge:verifier_state:3,verifier state,55.0,CPU DRAM,48,68,20,1,19.0,true,prov:multi-agent_branch_merge:verifier:3,synthetic_v2,none,multi-agent_branch_merge:verify-node:3,multi-agent_branch_merge:branch:3,multi-agent_branch_merge:verifier:3,0,accepted,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,68,object_access,multi-agent_branch_merge:durable_workspace:1,durable workspace,87.0,durable_workspace_store,30,68,38,2,20.0,true,prov:workspace:1,synthetic_v2,none,multi-agent_branch_merge:workspace-node:1,,,190,,true,place:durable_workspace_store,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,68,object_access,multi-agent_branch_merge:durable_workspace:2,durable workspace,92.0,durable_workspace_store,42,68,26,2,20.0,true,prov:workspace:2,synthetic_v2,none,multi-agent_branch_merge:workspace-node:2,,,190,,true,place:durable_workspace_store,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,68,object_access,multi-agent_branch_merge:durable_workspace:3,durable workspace,100.0,durable_workspace_store,54,68,14,1,13.0,true,prov:workspace:3,synthetic_v2,none,multi-agent_branch_merge:workspace-node:3,,,190,,true,place:durable_workspace_store,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,68,object_access,multi-agent_branch_merge:durable_workspace:4,durable workspace,110.0,durable_workspace_store,66,68,2,1,1.0,true,prov:workspace:4,synthetic_v2,none,multi-agent_branch_merge:workspace-node:4,,,190,,true,place:durable_workspace_store,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,71,workspace_compact,multi-agent_branch_merge:durable_workspace:4,durable workspace,110.0,durable_workspace_store,66,71,5,1,1.0,true,prov:workspace:4,workspace:v4,none,multi-agent_branch_merge:workspace-node:4,,,190,,true,place:durable_workspace_store,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,73,object_access,multi-agent_branch_merge:weights:1,weights,912.0,HBM/GPU memory,1,73,72,14,5.0,false,,synthetic_v2,none,,,,0,,true,place:HBM/GPU memory,retain_reuse_candidate,lossless_compress,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,78,object_access,multi-agent_branch_merge:weights:1,weights,912.0,HBM/GPU memory,1,78,77,15,5.0,false,,synthetic_v2,none,,,,0,,true,place:HBM/GPU memory,retain_reuse_candidate,lossless_compress,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,78,object_access,multi-agent_branch_merge:prefix_cache:1,prefix cache,46.0,CPU DRAM,2,78,76,5,15.0,false,,synthetic_v2,none,,,,0,,true,place:CPU DRAM,retain_reuse_candidate,lossless_compress,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,78,object_access,multi-agent_branch_merge:KV_cache:1,KV cache,27.0,HBM/GPU memory,3,78,75,8,10.0,false,,synthetic_v2,none,,,,0,,true,place:HBM/GPU memory,retain_reuse_candidate,lossless_compress,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,83,object_access,multi-agent_branch_merge:weights:1,weights,912.0,HBM/GPU memory,1,83,82,16,5.0,false,,synthetic_v2,none,,,,0,,true,place:HBM/GPU memory,retain_reuse_candidate,lossless_compress,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,87,object_migrate,multi-agent_branch_merge:branch_state:1,branch state,67.0,CPU DRAM,13,87,74,3,20.0,true,prov:multi-agent_branch_merge:branch:1,synthetic_v2,none,multi-agent_branch_merge:node:1,multi-agent_branch_merge:branch:1,,0,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,87,object_migrate,multi-agent_branch_merge:trajectory_log:1,trajectory log,47.0,CPU DRAM,14,87,73,3,20.0,true,prov:multi-agent_branch_merge:branch:1,synthetic_v2,none,multi-agent_branch_merge:node:1,multi-agent_branch_merge:branch:1,,190,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,87,object_migrate,multi-agent_branch_merge:branch_state:2,branch state,71.0,CPU DRAM,22,87,65,3,20.0,true,prov:multi-agent_branch_merge:branch:2,synthetic_v2,none,multi-agent_branch_merge:node:2,multi-agent_branch_merge:branch:2,,0,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,88,object_access,multi-agent_branch_merge:weights:1,weights,912.0,HBM/GPU memory,1,88,87,17,5.0,false,,synthetic_v2,none,,,,0,,true,place:HBM/GPU memory,retain_reuse_candidate,lossless_compress,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,88,object_access,multi-agent_branch_merge:KV_cache:1,KV cache,27.0,HBM/GPU memory,3,88,85,9,10.0,false,,synthetic_v2,none,,,,0,,true,place:HBM/GPU memory,retain_reuse_candidate,lossless_compress,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,88,object_access,multi-agent_branch_merge:branch_state:1,branch state,67.0,CPU DRAM,13,88,75,4,20.0,true,prov:multi-agent_branch_merge:branch:1,synthetic_v2,none,multi-agent_branch_merge:node:1,multi-agent_branch_merge:branch:1,,0,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,88,object_access,multi-agent_branch_merge:trajectory_log:1,trajectory log,47.0,CPU DRAM,14,88,74,4,20.0,true,prov:multi-agent_branch_merge:branch:1,synthetic_v2,none,multi-agent_branch_merge:node:1,multi-agent_branch_merge:branch:1,,190,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,88,object_access,multi-agent_branch_merge:branch_state:2,branch state,71.0,CPU DRAM,22,88,66,4,20.0,true,prov:multi-agent_branch_merge:branch:2,synthetic_v2,none,multi-agent_branch_merge:node:2,multi-agent_branch_merge:branch:2,,0,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,88,object_access,multi-agent_branch_merge:trajectory_log:2,trajectory log,36.0,CPU DRAM,23,88,65,4,20.0,true,prov:multi-agent_branch_merge:branch:2,synthetic_v2,none,multi-agent_branch_merge:node:2,multi-agent_branch_merge:branch:2,,190,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,88,object_access,multi-agent_branch_merge:branch_state:3,branch state,66.0,CPU DRAM,31,88,57,3,20.0,true,prov:multi-agent_branch_merge:branch:3,synthetic_v2,none,multi-agent_branch_merge:node:3,multi-agent_branch_merge:branch:3,,0,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,88,object_access,multi-agent_branch_merge:trajectory_log:3,trajectory log,38.0,CPU DRAM,32,88,56,3,20.0,true,prov:multi-agent_branch_merge:branch:3,synthetic_v2,none,multi-agent_branch_merge:node:3,multi-agent_branch_merge:branch:3,,190,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,88,object_access,multi-agent_branch_merge:branch_state:4,branch state,70.0,CPU DRAM,40,88,48,3,20.0,true,prov:multi-agent_branch_merge:branch:4,synthetic_v2,none,multi-agent_branch_merge:node:4,multi-agent_branch_merge:branch:4,,0,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,88,object_access,multi-agent_branch_merge:trajectory_log:4,trajectory log,35.0,CPU DRAM,41,88,47,3,20.0,true,prov:multi-agent_branch_merge:branch:4,synthetic_v2,none,multi-agent_branch_merge:node:4,multi-agent_branch_merge:branch:4,,190,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,88,object_access,multi-agent_branch_merge:tool_output:1,tool output,79.0,CPU DRAM,20,88,68,4,20.0,true,prov:tool:1,synthetic_v2,none,multi-agent_branch_merge:tool-node:1,multi-agent_branch_merge:branch:1,,190,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,88,object_access,multi-agent_branch_merge:tool_output:2,tool output,78.0,CPU DRAM,33,88,55,3,20.0,true,prov:tool:2,synthetic_v2,none,multi-agent_branch_merge:tool-node:2,multi-agent_branch_merge:branch:2,,190,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,88,object_access,multi-agent_branch_merge:tool_output:3,tool output,80.0,CPU DRAM,46,88,42,3,20.0,true,prov:tool:3,synthetic_v2,none,multi-agent_branch_merge:tool-node:3,multi-agent_branch_merge:branch:3,,190,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,88,object_access,multi-agent_branch_merge:verifier_state:1,verifier state,57.0,CPU DRAM,26,88,62,4,20.0,true,prov:multi-agent_branch_merge:verifier:1,synthetic_v2,none,multi-agent_branch_merge:verify-node:1,multi-agent_branch_merge:branch:1,multi-agent_branch_merge:verifier:1,0,accepted,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,88,object_access,multi-agent_branch_merge:verifier_state:2,verifier state,56.0,CPU DRAM,37,88,51,3,20.0,true,prov:multi-agent_branch_merge:verifier:2,synthetic_v2,none,multi-agent_branch_merge:verify-node:2,multi-agent_branch_merge:branch:2,multi-agent_branch_merge:verifier:2,0,rejected,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,88,object_access,multi-agent_branch_merge:verifier_state:3,verifier state,55.0,CPU DRAM,48,88,40,2,20.0,true,prov:multi-agent_branch_merge:verifier:3,synthetic_v2,none,multi-agent_branch_merge:verify-node:3,multi-agent_branch_merge:branch:3,multi-agent_branch_merge:verifier:3,0,accepted,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,88,object_access,multi-agent_branch_merge:durable_workspace:1,durable workspace,87.0,durable_workspace_store,30,88,58,3,20.0,true,prov:workspace:1,synthetic_v2,none,multi-agent_branch_merge:workspace-node:1,,,190,,true,place:durable_workspace_store,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,88,object_access,multi-agent_branch_merge:durable_workspace:2,durable workspace,92.0,durable_workspace_store,42,88,46,3,20.0,true,prov:workspace:2,synthetic_v2,none,multi-agent_branch_merge:workspace-node:2,,,190,,true,place:durable_workspace_store,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,88,object_access,multi-agent_branch_merge:durable_workspace:3,durable workspace,100.0,durable_workspace_store,54,88,34,2,20.0,true,prov:workspace:3,synthetic_v2,none,multi-agent_branch_merge:workspace-node:3,,,190,,true,place:durable_workspace_store,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,88,object_access,multi-agent_branch_merge:durable_workspace:4,durable workspace,110.0,durable_workspace_store,66,88,22,2,20.0,true,prov:workspace:4,synthetic_v2,none,multi-agent_branch_merge:workspace-node:4,,,190,,true,place:durable_workspace_store,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,93,object_access,multi-agent_branch_merge:weights:1,weights,912.0,HBM/GPU memory,1,93,92,18,5.0,false,,synthetic_v2,none,,,,0,,true,place:HBM/GPU memory,retain_reuse_candidate,lossless_compress,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,93,object_access,multi-agent_branch_merge:prefix_cache:1,prefix cache,46.0,CPU DRAM,2,93,91,6,15.0,false,,synthetic_v2,none,,,,0,,true,place:CPU DRAM,retain_reuse_candidate,lossless_compress,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,93,object_evict,multi-agent_branch_merge:prefix_cache:1,prefix cache,46.0,CPU DRAM,2,93,91,6,15.0,false,,synthetic_v2,none,,,,0,,false,place:CPU DRAM,retain_reuse_candidate,lossless_compress,evict_after_trace_use,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,93,object_evict,multi-agent_branch_merge:KV_cache:1,KV cache,27.0,HBM/GPU memory,3,93,90,9,10.0,false,,synthetic_v2,none,,,,0,,false,place:HBM/GPU memory,retain_reuse_candidate,lossless_compress,evict_after_trace_use,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,93,object_evict,multi-agent_branch_merge:branch_state:1,branch state,67.0,CPU DRAM,13,93,80,4,20.0,true,prov:multi-agent_branch_merge:branch:1,synthetic_v2,none,multi-agent_branch_merge:node:1,multi-agent_branch_merge:branch:1,,0,,false,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,evict_after_trace_use,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,93,object_evict,multi-agent_branch_merge:branch_state:2,branch state,71.0,CPU DRAM,22,93,71,4,20.0,true,prov:multi-agent_branch_merge:branch:2,synthetic_v2,none,multi-agent_branch_merge:node:2,multi-agent_branch_merge:branch:2,,0,,false,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,evict_after_trace_use,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,93,object_evict,multi-agent_branch_merge:branch_state:3,branch state,66.0,CPU DRAM,31,93,62,3,20.0,true,prov:multi-agent_branch_merge:branch:3,synthetic_v2,none,multi-agent_branch_merge:node:3,multi-agent_branch_merge:branch:3,,0,,false,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,evict_after_trace_use,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,93,object_evict,multi-agent_branch_merge:branch_state:4,branch state,70.0,CPU DRAM,40,93,53,3,20.0,true,prov:multi-agent_branch_merge:branch:4,synthetic_v2,none,multi-agent_branch_merge:node:4,multi-agent_branch_merge:branch:4,,0,,false,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,evict_after_trace_use,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,93,object_evict,multi-agent_branch_merge:verifier_state:1,verifier state,57.0,CPU DRAM,26,93,67,4,20.0,true,prov:multi-agent_branch_merge:verifier:1,synthetic_v2,none,multi-agent_branch_merge:verify-node:1,multi-agent_branch_merge:branch:1,multi-agent_branch_merge:verifier:1,0,accepted,false,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,evict_after_trace_use,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,93,object_evict,multi-agent_branch_merge:verifier_state:2,verifier state,56.0,CPU DRAM,37,93,56,3,20.0,true,prov:multi-agent_branch_merge:verifier:2,synthetic_v2,none,multi-agent_branch_merge:verify-node:2,multi-agent_branch_merge:branch:2,multi-agent_branch_merge:verifier:2,0,rejected,false,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,evict_after_trace_use,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,93,object_evict,multi-agent_branch_merge:verifier_state:3,verifier state,55.0,CPU DRAM,48,93,45,2,20.0,true,prov:multi-agent_branch_merge:verifier:3,synthetic_v2,none,multi-agent_branch_merge:verify-node:3,multi-agent_branch_merge:branch:3,multi-agent_branch_merge:verifier:3,0,accepted,false,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,evict_after_trace_use,C_trajectory_dag_memory_fabric,synthetic
