L,canonical_key,conjugacy_class_multiplicity,pre_fold_pair_multiplicity,weight_unweighted,weight_exp_decay_theta_0_5,weight_length_inverse,V,count_a,count_b,C,n_power,conflict,primitive_power_pair_classes,diagonal_cyclic_pair_classes,primitive_nondiagonal_pair_classes,rank_two_after_diagonal_pair_classes,rank_proxy,coeff_order_1,coeff_order_2,coeff_order_3,coeff_order_4,notes
5,0a3;1a0;1b4;2b0;3a1;5a4;5b2,2,40,40,0.732625555549,2.66666666667,6,4,3,7,1,yes,2,0,0,2,rank_two_noncyclic,-6,0,12,36,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0a3;1a0;1b5;2a5;2b0;3a4;4a1,2,16,16,0.29305022222,1,6,5,2,7,1,yes,2,0,0,2,rank_two_noncyclic,-4,-4,-4,-4,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0a3;1a0;1b5;2a5;2b0;3a6;4a1;6a4,2,16,16,0.177743944612,0.8,7,6,2,8,1,yes,2,0,0,2,rank_two_noncyclic,-5,-5,-5,-5,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0a3;1a0;1b5;2b0;3a4;4a1;5b2,2,32,32,0.586100444439,2,6,4,3,7,1,yes,2,0,0,2,rank_two_noncyclic,-6,0,12,36,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0a3;1a0;1b5;2b0;3a4;4a1;5b6;6b2,2,40,40,0.44435986153,2,7,4,4,8,1,yes,2,0,0,2,rank_two_noncyclic,-9,9,39,81,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0a3;1a0;1b5;2b0;3a4;4a1;6a5;6b2,2,40,40,0.44435986153,2,7,5,3,8,1,yes,2,0,0,2,rank_two_noncyclic,-8,4,28,76,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0a3;1a0;1b5;2b0;3a6;4a1;5b2;6a4,2,32,32,0.355487889224,1.6,7,5,3,8,1,yes,2,0,0,2,rank_two_noncyclic,-8,4,28,76,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0a3;1a0;1b5;2b0;3a7;4a1;5b6;6b2;7a4,2,40,40,0.269517879963,1.6,8,5,4,9,1,yes,2,0,0,2,rank_two_noncyclic,-12,24,72,96,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0a3;1a0;1b5;2b0;3a7;4a1;6a5;6b2;7a4,2,40,40,0.269517879963,1.6,8,6,3,9,1,yes,2,0,0,2,rank_two_noncyclic,-10,10,50,130,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0a3;1a0;2a1;2b0;3a2,2,24,24,0.724737202136,2,4,4,1,5,1,yes,2,0,0,2,rank_two_noncyclic,0,0,0,0,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0a3;1a0;2a1;2b0;3a4;4a2,2,24,24,0.43957533333,1.6,5,5,1,6,1,yes,2,0,0,2,rank_two_noncyclic,0,0,0,0,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0a3;1a0;2a4;2b0;3a1;3b4,2,40,40,0.732625555549,2.66666666667,5,4,2,6,1,yes,2,0,0,2,rank_two_noncyclic,-3,-3,-3,-3,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0a3;1a0;2a4;2b0;3a1;4b1,2,32,32,0.966316269514,2.66666666667,5,4,2,6,1,yes,2,0,0,2,rank_two_noncyclic,-3,-3,-3,-3,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0a3;1a0;2a4;2b0;3a1;4b3,2,40,40,0.732625555549,2.66666666667,5,4,2,6,1,yes,2,0,0,2,rank_two_noncyclic,-3,-3,-3,-3,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0a3;1a0;2a4;2b0;3a2;4a1,2,32,32,0.355487889224,1.6,5,5,1,6,1,yes,2,0,0,2,rank_two_noncyclic,0,0,0,0,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0a3;1a0;2a5;2b0;3a1;4b1;5b4,2,40,40,0.732625555549,2.66666666667,6,4,3,7,1,yes,2,0,0,2,rank_two_noncyclic,-6,0,12,36,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0a3;1a0;2a5;2b0;3a4;4a1;4b5,2,40,40,0.44435986153,2,6,5,2,7,1,yes,2,0,0,2,rank_two_noncyclic,-4,-4,-4,-4,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0a3;1a0;2a5;2b0;3a4;4a1;5b1,2,32,32,0.586100444439,2,6,5,2,7,1,yes,2,0,0,2,rank_two_noncyclic,-4,-4,-4,-4,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0a3;1a0;2a5;2b0;3a4;4a1;5b4,2,40,40,0.44435986153,2,6,5,2,7,1,yes,2,0,0,2,rank_two_noncyclic,-4,-4,-4,-4,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0a3;1a0;2a5;2b0;3a6;4a1;4b5;6a4,2,40,40,0.269517879963,1.6,7,6,2,8,1,yes,2,0,0,2,rank_two_noncyclic,-5,-5,-5,-5,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0a3;1a0;2a5;2b0;3a6;4a1;5b1;6a4,2,32,32,0.355487889224,1.6,7,6,2,8,1,yes,2,0,0,2,rank_two_noncyclic,-5,-5,-5,-5,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0a3;1a0;2a5;2b0;3a6;4a1;5b4;6a4,2,40,40,0.269517879963,1.6,7,6,2,8,1,yes,2,0,0,2,rank_two_noncyclic,-5,-5,-5,-5,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0a3;1a0;2a6;2b0;3a4;4a1;5b1;6b5,2,40,40,0.44435986153,2,7,5,3,8,1,yes,2,0,0,2,rank_two_noncyclic,-8,4,28,76,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0a3;1a0;2a6;2b0;3a7;4a1;5b1;6b5;7a4,2,40,40,0.269517879963,1.6,8,6,3,9,1,yes,2,0,0,2,rank_two_noncyclic,-10,10,50,130,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0a3;1a0;2b0;3a1;3b2,2,32,32,0.966316269514,2.66666666667,4,3,2,5,1,yes,2,0,0,2,rank_two_noncyclic,-2,-2,-2,-2,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0a3;1a0;2b0;3a1;3b4;4a2,2,40,40,0.732625555549,2.66666666667,5,4,2,6,1,yes,2,0,0,2,rank_two_noncyclic,-3,-3,-3,-3,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0a3;1a0;2b0;3a1;3b4;4b2,2,40,40,0.732625555549,2.66666666667,5,3,3,6,1,yes,2,0,0,2,rank_two_noncyclic,-4,-2,2,10,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0a3;1a0;2b0;3a1;4a2;4b1,2,32,32,0.966316269514,2.66666666667,5,4,2,6,1,yes,2,0,0,2,rank_two_noncyclic,-3,-3,-3,-3,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0a3;1a0;2b0;3a1;4a2;4b3,2,40,40,0.732625555549,2.66666666667,5,4,2,6,1,yes,2,0,0,2,rank_two_noncyclic,-3,-3,-3,-3,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0a3;1a0;2b0;3a1;4a5;4b1;5b2,2,40,40,0.732625555549,2.66666666667,6,4,3,7,1,yes,2,0,0,2,rank_two_noncyclic,-6,0,12,36,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0a3;1a0;2b0;3a1;4b1;5a2;5b4,2,40,40,0.732625555549,2.66666666667,6,4,3,7,1,yes,2,0,0,2,rank_two_noncyclic,-6,0,12,36,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0a3;1a0;2b0;3a1;4b1;5a4;5b2,2,40,40,0.732625555549,2.66666666667,6,4,3,7,1,yes,2,0,0,2,rank_two_noncyclic,-6,0,12,36,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0a3;1a0;2b0;3a4;3b2;4a1,2,40,40,0.44435986153,2,5,4,2,6,1,yes,2,0,0,2,rank_two_noncyclic,-3,-3,-3,-3,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0a3;1a0;2b0;3a4;4a1;4b2,2,32,32,0.586100444439,2,5,4,2,6,1,yes,2,0,0,2,rank_two_noncyclic,-3,-3,-3,-3,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0a3;1a0;2b0;3a4;4a1;4b5;5a2,2,40,40,0.44435986153,2,6,5,2,7,1,yes,2,0,0,2,rank_two_noncyclic,-4,-4,-4,-4,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0a3;1a0;2b0;3a4;4a1;4b5;5b2,2,40,40,0.44435986153,2,6,4,3,7,1,yes,2,0,0,2,rank_two_noncyclic,-6,0,12,36,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0a3;1a0;2b0;3a4;4a1;5a2;5b1,2,32,32,0.586100444439,2,6,5,2,7,1,yes,2,0,0,2,rank_two_noncyclic,-4,-4,-4,-4,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0a3;1a0;2b0;3a4;4a1;5a2;5b4,2,40,40,0.44435986153,2,6,5,2,7,1,yes,2,0,0,2,rank_two_noncyclic,-4,-4,-4,-4,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0a3;1a0;2b0;3a4;4a1;5a6;5b1;6b2,2,40,40,0.44435986153,2,7,5,3,8,1,yes,2,0,0,2,rank_two_noncyclic,-8,4,28,76,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0a3;1a0;2b0;3a4;4a1;5b1;6a2;6b5,2,40,40,0.44435986153,2,7,5,3,8,1,yes,2,0,0,2,rank_two_noncyclic,-8,4,28,76,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0a3;1a0;2b0;3a4;4a1;5b1;6a5;6b2,2,40,40,0.44435986153,2,7,5,3,8,1,yes,2,0,0,2,rank_two_noncyclic,-8,4,28,76,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0a3;1a0;2b0;3a5;4a1;4b2;5a4,2,32,32,0.355487889224,1.6,6,5,2,7,1,yes,2,0,0,2,rank_two_noncyclic,-4,-4,-4,-4,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0a3;1a0;2b0;3a5;4a1;5a4;5b2,2,40,40,0.269517879963,1.6,6,5,2,7,1,yes,2,0,0,2,rank_two_noncyclic,-4,-4,-4,-4,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0a3;1a0;2b0;3a6;4a1;4b5;5a2;6a4,2,40,40,0.269517879963,1.6,7,6,2,8,1,yes,2,0,0,2,rank_two_noncyclic,-5,-5,-5,-5,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0a3;1a0;2b0;3a6;4a1;4b5;5b2;6a4,2,40,40,0.269517879963,1.6,7,5,3,8,1,yes,2,0,0,2,rank_two_noncyclic,-8,4,28,76,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0a3;1a0;2b0;3a6;4a1;5a2;5b1;6a4,2,32,32,0.355487889224,1.6,7,6,2,8,1,yes,2,0,0,2,rank_two_noncyclic,-5,-5,-5,-5,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0a3;1a0;2b0;3a6;4a1;5a2;5b4;6a4,2,40,40,0.269517879963,1.6,7,6,2,8,1,yes,2,0,0,2,rank_two_noncyclic,-5,-5,-5,-5,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0a3;1a0;2b0;3a7;4a1;5a6;5b1;6b2;7a4,2,40,40,0.269517879963,1.6,8,6,3,9,1,yes,2,0,0,2,rank_two_noncyclic,-10,10,50,130,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0a3;1a0;2b0;3a7;4a1;5b1;6a2;6b5;7a4,2,40,40,0.269517879963,1.6,8,6,3,9,1,yes,2,0,0,2,rank_two_noncyclic,-10,10,50,130,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0a3;1a0;2b0;3a7;4a1;5b1;6a5;6b2;7a4,2,40,40,0.269517879963,1.6,8,6,3,9,1,yes,2,0,0,2,rank_two_noncyclic,-10,10,50,130,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b0,1,4,4,1.47151776469,4,1,0,1,1,0,no,0,1,0,0,rank_one,0,0,0,0,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b0,18,72,72,5.29793529018,14,1,0,1,1,0,yes,18,18,0,0,rank_one,0,0,0,0,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b0;1a0;1b1,16,784,784,16.3461631658,64,2,1,2,3,1,yes,0,0,16,16,rank_two_noncyclic,0,0,0,0,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b0;1a0;1b2;2a1,4,80,80,3.98296546943,16,3,2,2,4,1,yes,0,0,4,4,rank_two_noncyclic,-1,-1,-1,-1,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b0;1a0;1b2;2b1,4,80,80,3.98296546943,16,3,1,3,4,1,yes,0,0,4,4,rank_two_noncyclic,0,0,0,0,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b0;1a0;2a1;2b1,4,80,80,3.98296546943,16,3,2,2,4,1,yes,0,0,4,4,rank_two_noncyclic,-1,-1,-1,-1,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b1;1a0,3,48,48,3.75855071956,8,2,1,1,2,0,yes,2,3,0,0,rank_two_noncyclic,-1,0,0,0,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b1;1a0;1b0,18,384,384,24.5933200049,56,2,1,2,3,1,yes,8,0,10,18,rank_two_noncyclic,0,0,0,0,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b1;1a0;1b2;2a1,2,64,64,3.18637237554,8,3,2,2,4,1,yes,0,0,2,2,rank_two_noncyclic,-1,-1,-1,-1,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b1;1a0;1b2;2b0,14,408,408,14.2104131225,40,3,1,3,4,1,yes,6,0,8,14,rank_two_noncyclic,0,0,0,0,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b1;1a0;1b3;2a1;3a2,2,80,80,2.41579067379,8,4,3,2,5,1,yes,0,0,2,2,rank_two_noncyclic,-2,-2,-2,-2,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b1;1a0;1b3;2a1;3b2,2,80,80,2.41579067379,8,4,2,3,5,1,yes,0,0,2,2,rank_two_noncyclic,-2,-2,-2,-2,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b1;1a0;1b3;2a3;2b0,2,32,32,1.59318618777,4,4,2,3,5,1,yes,2,0,0,2,rank_two_noncyclic,-2,-2,-2,-2,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b1;1a0;1b3;2b0;3b2,6,112,112,4.56906591387,12,4,1,4,5,1,yes,4,0,2,6,rank_two_noncyclic,0,0,0,0,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b1;1a0;1b3;2b0;3b4;4b2,6,136,136,3.16846668851,11.2,5,1,5,6,1,yes,4,0,2,6,rank_two_noncyclic,0,0,0,0,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b1;1a0;1b3;2b0;4a3;4b2,2,80,80,2.41579067379,8,5,2,4,6,1,yes,0,0,2,2,rank_two_noncyclic,-3,-3,-3,-3,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b1;1a0;2a1;2b0,8,328,328,10.9695379482,32,3,2,2,4,1,yes,0,0,8,8,rank_two_noncyclic,-1,-1,-1,-1,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b1;1a0;2a1;2b2,4,160,160,4.83158134757,16,3,2,2,4,1,yes,0,0,4,4,rank_two_noncyclic,-1,-1,-1,-1,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b1;1a0;2a2;2b0,4,160,160,4.83158134757,16,3,2,2,4,1,yes,0,0,4,4,rank_two_noncyclic,-1,-1,-1,-1,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b1;1a0;2a3;2b0;3a1,2,64,64,3.18637237554,8,4,3,2,5,1,yes,0,0,2,2,rank_two_noncyclic,-2,-2,-2,-2,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b1;1a0;2a4;2b0;3a1;3b4,2,80,80,2.41579067379,8,5,3,3,6,1,yes,0,0,2,2,rank_two_noncyclic,-4,-2,2,10,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b1;1a0;2a4;2b0;3a1;4a3,2,80,80,2.41579067379,8,5,4,2,6,1,yes,0,0,2,2,rank_two_noncyclic,-3,-3,-3,-3,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b1;1a0;2a4;2b0;3a1;4b3,2,80,80,2.41579067379,8,5,3,3,6,1,yes,0,0,2,2,rank_two_noncyclic,-4,-2,2,10,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b1;1a0;2b0;3a1;3b2,2,64,64,3.18637237554,8,4,2,3,5,1,yes,0,0,2,2,rank_two_noncyclic,-2,-2,-2,-2,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b1;1a0;2b0;3a1;3b4;4a2,2,80,80,2.41579067379,8,5,3,3,6,1,yes,0,0,2,2,rank_two_noncyclic,-4,-2,2,10,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b1;1a0;2b0;3a1;3b4;4b2,2,80,80,2.41579067379,8,5,2,4,6,1,yes,0,0,2,2,rank_two_noncyclic,-3,-3,-3,-3,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b1;1a0;2b0;3a1;4a2;4b3,2,80,80,2.41579067379,8,5,3,3,6,1,yes,0,0,2,2,rank_two_noncyclic,-4,-2,2,10,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b1;1a0;2b0;3a1;4a3;4b2,2,80,80,2.41579067379,8,5,3,3,6,1,yes,0,0,2,2,rank_two_noncyclic,-4,-2,2,10,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b1;1b0,3,12,12,0.939637679889,2,2,0,2,2,0,yes,3,3,0,0,rank_one,0,0,0,0,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b2;1a0;1b0;2a1,6,248,248,8.55374727438,24,3,2,2,4,1,yes,0,0,6,6,rank_two_noncyclic,-1,-1,-1,-1,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b2;1a0;1b0;2a3;3a1,2,64,64,3.18637237554,8,4,3,2,5,1,yes,0,0,2,2,rank_two_noncyclic,-2,-2,-2,-2,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b2;1a0;1b0;2a3;3b1,2,32,32,1.59318618777,4,4,2,3,5,1,yes,2,0,0,2,rank_two_noncyclic,-2,-2,-2,-2,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b2;1a0;1b0;2a4;3a1;3b4,2,80,80,2.41579067379,8,5,3,3,6,1,yes,0,0,2,2,rank_two_noncyclic,-4,-2,2,10,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b2;1a0;1b0;2a4;3a1;4a3,2,80,80,2.41579067379,8,5,4,2,6,1,yes,0,0,2,2,rank_two_noncyclic,-3,-3,-3,-3,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b2;1a0;1b0;2a4;3a1;4b3,2,80,80,2.41579067379,8,5,3,3,6,1,yes,0,0,2,2,rank_two_noncyclic,-4,-2,2,10,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b2;1a0;1b0;2b1,14,408,408,14.2104131225,40,3,1,3,4,1,yes,6,0,8,14,rank_two_noncyclic,0,0,0,0,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b2;1a0;1b0;2b3;3a1,2,64,64,3.18637237554,8,4,2,3,5,1,yes,0,0,2,2,rank_two_noncyclic,-2,-2,-2,-2,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b2;1a0;1b0;2b3;3b1,6,112,112,4.56906591387,12,4,1,4,5,1,yes,4,0,2,6,rank_two_noncyclic,0,0,0,0,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b2;1a0;1b0;2b4;3a1;4a3,2,80,80,2.41579067379,8,5,3,3,6,1,yes,0,0,2,2,rank_two_noncyclic,-4,-2,2,10,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b2;1a0;1b0;2b4;3a1;4b3,2,80,80,2.41579067379,8,5,2,4,6,1,yes,0,0,2,2,rank_two_noncyclic,-3,-3,-3,-3,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b2;1a0;1b0;2b4;3a4;3b1,2,80,80,2.41579067379,8,5,2,4,6,1,yes,0,0,2,2,rank_two_noncyclic,-3,-3,-3,-3,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b2;1a0;1b0;2b4;3b1;4a3,2,80,80,2.41579067379,8,5,2,4,6,1,yes,0,0,2,2,rank_two_noncyclic,-3,-3,-3,-3,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b2;1a0;1b0;2b4;3b1;4b3,6,136,136,3.16846668851,11.2,5,1,5,6,1,yes,4,0,2,6,rank_two_noncyclic,0,0,0,0,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b2;1a0;1b0;3a1;3b4;4a2,2,80,80,2.41579067379,8,5,3,3,6,1,yes,0,0,2,2,rank_two_noncyclic,-4,-2,2,10,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b2;1a0;1b0;3a1;4a2;4b3,2,80,80,2.41579067379,8,5,3,3,6,1,yes,0,0,2,2,rank_two_noncyclic,-4,-2,2,10,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b2;1a0;1b0;3a2;3b1,2,64,64,3.18637237554,8,4,2,3,5,1,yes,0,0,2,2,rank_two_noncyclic,-2,-2,-2,-2,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b2;1a0;1b0;3b1;4a2;4b3,2,80,80,2.41579067379,8,5,2,4,6,1,yes,0,0,2,2,rank_two_noncyclic,-3,-3,-3,-3,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b2;1a0;1b1;2a1,2,48,48,1.44947440427,4,3,2,2,4,1,yes,2,0,0,2,rank_two_noncyclic,-1,-1,-1,-1,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b2;1a0;1b1;2b0,4,80,80,2.41579067379,8,3,1,3,4,1,yes,4,0,0,4,rank_two_noncyclic,0,0,0,0,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b2;1a0;1b1;2b3;3a1,2,160,160,1.77743944612,8,4,2,3,5,1,yes,0,0,2,2,rank_two_noncyclic,-2,-2,-2,-2,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b2;1a0;1b3;2a3;2b0,2,16,16,0.796593093886,2,4,2,3,5,1,yes,2,0,0,2,rank_two_noncyclic,-2,-2,-2,-2,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b2;1a0;1b3;2b1;3a1,2,120,120,2.19787666665,8,4,2,3,5,1,yes,0,0,2,2,rank_two_noncyclic,-2,-2,-2,-2,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b2;1a0;2a1,1,36,36,1.79233446124,4,3,2,1,3,0,yes,0,1,0,0,rank_two_noncyclic,-2,0,0,0,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b2;1a0;2a1;2b0,14,440,440,14.3362928635,40,3,2,2,4,1,yes,8,0,6,14,rank_two_noncyclic,-1,-1,-1,-1,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b2;1a0;2a1;2b1,6,312,312,7.98042225578,24,3,2,2,4,1,yes,0,0,6,6,rank_two_noncyclic,-1,-1,-1,-1,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b2;1a0;2a1;2b3;3a2,4,240,240,4.3957533333,16,4,3,2,5,1,yes,0,0,4,4,rank_two_noncyclic,-2,-2,-2,-2,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b2;1a0;2a1;2b3;3b1,2,96,96,2.89894880854,8,4,2,3,5,1,yes,0,0,2,2,rank_two_noncyclic,-2,-2,-2,-2,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b2;1a0;2a1;2b4;3a4;3b1,2,120,120,2.19787666665,8,5,3,3,6,1,yes,0,0,2,2,rank_two_noncyclic,-4,-2,2,10,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b2;1a0;2a1;2b4;3b1;4a3,2,120,120,2.19787666665,8,5,3,3,6,1,yes,0,0,2,2,rank_two_noncyclic,-4,-2,2,10,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b2;1a0;2a1;2b4;3b1;4b3,2,120,120,2.19787666665,8,5,2,4,6,1,yes,0,0,2,2,rank_two_noncyclic,-3,-3,-3,-3,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b2;1a0;2a1;3a2;3b1,2,96,96,2.89894880854,8,4,3,2,5,1,yes,0,0,2,2,rank_two_noncyclic,-2,-2,-2,-2,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b2;1a0;2a1;3b1;4a2;4b3,2,120,120,2.19787666665,8,5,3,3,6,1,yes,0,0,2,2,rank_two_noncyclic,-4,-2,2,10,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b2;1a0;2a2;2b1,4,144,144,4.34842321281,12,3,2,2,4,1,yes,2,0,2,4,rank_two_noncyclic,-1,-1,-1,-1,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b2;1a0;2a2;2b3;3a1,4,320,320,3.55487889224,16,4,3,2,5,1,yes,0,0,4,4,rank_two_noncyclic,-2,-2,-2,-2,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b2;1a0;2a2;2b3;3b1,2,160,160,1.77743944612,8,4,2,3,5,1,yes,0,0,2,2,rank_two_noncyclic,-2,-2,-2,-2,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b2;1a0;2a3;2b0;3a1,6,192,192,5.5307741533,16,4,3,2,5,1,yes,4,0,2,6,rank_two_noncyclic,-2,-2,-2,-2,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b2;1a0;2a3;2b0;3b1,6,112,112,3.56198017054,10,4,2,3,5,1,yes,6,0,0,6,rank_two_noncyclic,-2,-2,-2,-2,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b2;1a0;2a3;2b1;3a1,2,96,96,2.89894880854,8,4,3,2,5,1,yes,0,0,2,2,rank_two_noncyclic,-2,-2,-2,-2,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b2;1a0;2a3;2b3;3a1,2,128,128,2.34440177776,8,4,3,2,5,1,yes,0,0,2,2,rank_two_noncyclic,-2,-2,-2,-2,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b2;1a0;2a3;2b3;3b1,2,64,64,1.17220088888,4,4,2,3,5,1,yes,2,0,0,2,rank_two_noncyclic,-2,-2,-2,-2,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b2;1a0;2a3;2b4;3a1;4b1,2,128,128,2.34440177776,8,5,3,3,6,1,yes,0,0,2,2,rank_two_noncyclic,-4,-2,2,10,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b2;1a0;2a3;2b4;3a1;4b3,2,160,160,1.77743944612,8,5,3,3,6,1,yes,0,0,2,2,rank_two_noncyclic,-4,-2,2,10,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b2;1a0;2a3;2b4;3a4;3b1,2,80,80,0.888719723059,4,5,3,3,6,1,yes,2,0,0,2,rank_two_noncyclic,-4,-2,2,10,trace-like cyclic conjugacy pairs before folded skeleton aggregation
