"alpha","N","n","S","S_size","sign","exponent"
0,11,0,"{1;4;5;7;9}",5,-1,26
0,11,0,"{1;4;5;7;10}",5,-1,27
0,11,0,"{1;4;5;7;11}",5,-1,28
0,11,0,"{1;4;5;8;9}",5,-1,27
0,11,0,"{1;4;5;8;10}",5,-1,28
0,11,0,"{1;4;5;8;11}",5,-1,29
0,11,0,"{1;4;5;9;10}",5,-1,29
0,11,0,"{1;4;5;9;11}",5,-1,30
0,11,0,"{1;4;5;10;11}",5,-1,31
0,11,0,"{1;4;6;7;8}",5,-1,26
0,11,0,"{1;4;6;7;9}",5,-1,27
0,11,0,"{1;4;6;7;10}",5,-1,28
0,11,0,"{1;4;6;7;11}",5,-1,29
0,11,0,"{1;4;6;8;9}",5,-1,28
0,11,0,"{1;4;6;8;10}",5,-1,29
0,11,0,"{1;4;6;8;11}",5,-1,30
0,11,0,"{1;4;6;9;10}",5,-1,30
0,11,0,"{1;4;6;9;11}",5,-1,31
0,11,0,"{1;4;6;10;11}",5,-1,32
0,11,0,"{1;4;7;8;9}",5,-1,29
0,11,0,"{1;4;7;8;10}",5,-1,30
0,11,0,"{1;4;7;8;11}",5,-1,31
0,11,0,"{1;4;7;9;10}",5,-1,31
0,11,0,"{1;4;7;9;11}",5,-1,32
0,11,0,"{1;4;7;10;11}",5,-1,33
0,11,0,"{1;4;8;9;10}",5,-1,32
0,11,0,"{1;4;8;9;11}",5,-1,33
0,11,0,"{1;4;8;10;11}",5,-1,34
0,11,0,"{1;4;9;10;11}",5,-1,35
0,11,0,"{1;5;6;7;8}",5,-1,27
0,11,0,"{1;5;6;7;9}",5,-1,28
0,11,0,"{1;5;6;7;10}",5,-1,29
0,11,0,"{1;5;6;7;11}",5,-1,30
0,11,0,"{1;5;6;8;9}",5,-1,29
0,11,0,"{1;5;6;8;10}",5,-1,30
0,11,0,"{1;5;6;8;11}",5,-1,31
0,11,0,"{1;5;6;9;10}",5,-1,31
0,11,0,"{1;5;6;9;11}",5,-1,32
0,11,0,"{1;5;6;10;11}",5,-1,33
0,11,0,"{1;5;7;8;9}",5,-1,30
0,11,0,"{1;5;7;8;10}",5,-1,31
0,11,0,"{1;5;7;8;11}",5,-1,32
0,11,0,"{1;5;7;9;10}",5,-1,32
0,11,0,"{1;5;7;9;11}",5,-1,33
0,11,0,"{1;5;7;10;11}",5,-1,34
0,11,0,"{1;5;8;9;10}",5,-1,33
0,11,0,"{1;5;8;9;11}",5,-1,34
0,11,0,"{1;5;8;10;11}",5,-1,35
0,11,0,"{1;5;9;10;11}",5,-1,36
0,11,0,"{1;6;7;8;9}",5,-1,31
0,11,0,"{1;6;7;8;10}",5,-1,32
0,11,0,"{1;6;7;8;11}",5,-1,33
0,11,0,"{1;6;7;9;10}",5,-1,33
0,11,0,"{1;6;7;9;11}",5,-1,34
0,11,0,"{1;6;7;10;11}",5,-1,35
0,11,0,"{1;6;8;9;10}",5,-1,34
0,11,0,"{1;6;8;9;11}",5,-1,35
0,11,0,"{1;6;8;10;11}",5,-1,36
0,11,0,"{1;6;9;10;11}",5,-1,37
0,11,0,"{1;7;8;9;10}",5,-1,35
0,11,0,"{1;7;8;9;11}",5,-1,36
0,11,0,"{1;7;8;10;11}",5,-1,37
0,11,0,"{1;7;9;10;11}",5,-1,38
0,11,0,"{1;8;9;10;11}",5,-1,39
0,11,0,"{2;3;4;5;6}",5,-1,20
0,11,0,"{2;3;4;5;7}",5,-1,21
0,11,0,"{2;3;4;5;8}",5,-1,22
0,11,0,"{2;3;4;5;9}",5,-1,23
0,11,0,"{2;3;4;5;10}",5,-1,24
0,11,0,"{2;3;4;5;11}",5,-1,25
0,11,0,"{2;3;4;6;7}",5,-1,22
0,11,0,"{2;3;4;6;8}",5,-1,23
0,11,0,"{2;3;4;6;9}",5,-1,24
0,11,0,"{2;3;4;6;10}",5,-1,25
0,11,0,"{2;3;4;6;11}",5,-1,26
0,11,0,"{2;3;4;7;8}",5,-1,24
0,11,0,"{2;3;4;7;9}",5,-1,25
0,11,0,"{2;3;4;7;10}",5,-1,26
0,11,0,"{2;3;4;7;11}",5,-1,27
0,11,0,"{2;3;4;8;9}",5,-1,26
0,11,0,"{2;3;4;8;10}",5,-1,27
0,11,0,"{2;3;4;8;11}",5,-1,28
0,11,0,"{2;3;4;9;10}",5,-1,28
0,11,0,"{2;3;4;9;11}",5,-1,29
0,11,0,"{2;3;4;10;11}",5,-1,30
0,11,0,"{2;3;5;6;7}",5,-1,23
0,11,0,"{2;3;5;6;8}",5,-1,24
0,11,0,"{2;3;5;6;9}",5,-1,25
0,11,0,"{2;3;5;6;10}",5,-1,26
0,11,0,"{2;3;5;6;11}",5,-1,27
0,11,0,"{2;3;5;7;8}",5,-1,25
0,11,0,"{2;3;5;7;9}",5,-1,26
0,11,0,"{2;3;5;7;10}",5,-1,27
0,11,0,"{2;3;5;7;11}",5,-1,28
0,11,0,"{2;3;5;8;9}",5,-1,27
0,11,0,"{2;3;5;8;10}",5,-1,28
0,11,0,"{2;3;5;8;11}",5,-1,29
0,11,0,"{2;3;5;9;10}",5,-1,29
0,11,0,"{2;3;5;9;11}",5,-1,30
0,11,0,"{2;3;5;10;11}",5,-1,31
0,11,0,"{2;3;6;7;8}",5,-1,26
0,11,0,"{2;3;6;7;9}",5,-1,27
0,11,0,"{2;3;6;7;10}",5,-1,28
0,11,0,"{2;3;6;7;11}",5,-1,29
0,11,0,"{2;3;6;8;9}",5,-1,28
0,11,0,"{2;3;6;8;10}",5,-1,29
0,11,0,"{2;3;6;8;11}",5,-1,30
0,11,0,"{2;3;6;9;10}",5,-1,30
0,11,0,"{2;3;6;9;11}",5,-1,31
0,11,0,"{2;3;6;10;11}",5,-1,32
0,11,0,"{2;3;7;8;9}",5,-1,29
0,11,0,"{2;3;7;8;10}",5,-1,30
0,11,0,"{2;3;7;8;11}",5,-1,31
0,11,0,"{2;3;7;9;10}",5,-1,31
0,11,0,"{2;3;7;9;11}",5,-1,32
0,11,0,"{2;3;7;10;11}",5,-1,33
0,11,0,"{2;3;8;9;10}",5,-1,32
0,11,0,"{2;3;8;9;11}",5,-1,33
0,11,0,"{2;3;8;10;11}",5,-1,34
0,11,0,"{2;3;9;10;11}",5,-1,35
0,11,0,"{2;4;5;6;7}",5,-1,24
0,11,0,"{2;4;5;6;8}",5,-1,25
0,11,0,"{2;4;5;6;9}",5,-1,26
0,11,0,"{2;4;5;6;10}",5,-1,27
0,11,0,"{2;4;5;6;11}",5,-1,28
0,11,0,"{2;4;5;7;8}",5,-1,26
0,11,0,"{2;4;5;7;9}",5,-1,27
0,11,0,"{2;4;5;7;10}",5,-1,28
0,11,0,"{2;4;5;7;11}",5,-1,29
0,11,0,"{2;4;5;8;9}",5,-1,28
0,11,0,"{2;4;5;8;10}",5,-1,29
0,11,0,"{2;4;5;8;11}",5,-1,30
0,11,0,"{2;4;5;9;10}",5,-1,30
0,11,0,"{2;4;5;9;11}",5,-1,31
0,11,0,"{2;4;5;10;11}",5,-1,32
0,11,0,"{2;4;6;7;8}",5,-1,27
0,11,0,"{2;4;6;7;9}",5,-1,28
0,11,0,"{2;4;6;7;10}",5,-1,29
0,11,0,"{2;4;6;7;11}",5,-1,30
0,11,0,"{2;4;6;8;9}",5,-1,29
0,11,0,"{2;4;6;8;10}",5,-1,30
0,11,0,"{2;4;6;8;11}",5,-1,31
0,11,0,"{2;4;6;9;10}",5,-1,31
0,11,0,"{2;4;6;9;11}",5,-1,32
0,11,0,"{2;4;6;10;11}",5,-1,33
0,11,0,"{2;4;7;8;9}",5,-1,30
0,11,0,"{2;4;7;8;10}",5,-1,31
0,11,0,"{2;4;7;8;11}",5,-1,32
0,11,0,"{2;4;7;9;10}",5,-1,32
0,11,0,"{2;4;7;9;11}",5,-1,33
0,11,0,"{2;4;7;10;11}",5,-1,34
0,11,0,"{2;4;8;9;10}",5,-1,33
0,11,0,"{2;4;8;9;11}",5,-1,34
0,11,0,"{2;4;8;10;11}",5,-1,35
0,11,0,"{2;4;9;10;11}",5,-1,36
0,11,0,"{2;5;6;7;8}",5,-1,28
0,11,0,"{2;5;6;7;9}",5,-1,29
0,11,0,"{2;5;6;7;10}",5,-1,30
0,11,0,"{2;5;6;7;11}",5,-1,31
0,11,0,"{2;5;6;8;9}",5,-1,30
0,11,0,"{2;5;6;8;10}",5,-1,31
0,11,0,"{2;5;6;8;11}",5,-1,32
0,11,0,"{2;5;6;9;10}",5,-1,32
0,11,0,"{2;5;6;9;11}",5,-1,33
0,11,0,"{2;5;6;10;11}",5,-1,34
0,11,0,"{2;5;7;8;9}",5,-1,31
0,11,0,"{2;5;7;8;10}",5,-1,32
0,11,0,"{2;5;7;8;11}",5,-1,33
0,11,0,"{2;5;7;9;10}",5,-1,33
0,11,0,"{2;5;7;9;11}",5,-1,34
0,11,0,"{2;5;7;10;11}",5,-1,35
0,11,0,"{2;5;8;9;10}",5,-1,34
0,11,0,"{2;5;8;9;11}",5,-1,35
0,11,0,"{2;5;8;10;11}",5,-1,36
0,11,0,"{2;5;9;10;11}",5,-1,37
0,11,0,"{2;6;7;8;9}",5,-1,32
0,11,0,"{2;6;7;8;10}",5,-1,33
0,11,0,"{2;6;7;8;11}",5,-1,34
0,11,0,"{2;6;7;9;10}",5,-1,34
0,11,0,"{2;6;7;9;11}",5,-1,35
0,11,0,"{2;6;7;10;11}",5,-1,36
0,11,0,"{2;6;8;9;10}",5,-1,35
0,11,0,"{2;6;8;9;11}",5,-1,36
0,11,0,"{2;6;8;10;11}",5,-1,37
0,11,0,"{2;6;9;10;11}",5,-1,38
0,11,0,"{2;7;8;9;10}",5,-1,36
0,11,0,"{2;7;8;9;11}",5,-1,37
0,11,0,"{2;7;8;10;11}",5,-1,38
0,11,0,"{2;7;9;10;11}",5,-1,39
0,11,0,"{2;8;9;10;11}",5,-1,40
0,11,0,"{3;4;5;6;7}",5,-1,25
0,11,0,"{3;4;5;6;8}",5,-1,26
0,11,0,"{3;4;5;6;9}",5,-1,27
0,11,0,"{3;4;5;6;10}",5,-1,28
0,11,0,"{3;4;5;6;11}",5,-1,29
0,11,0,"{3;4;5;7;8}",5,-1,27
0,11,0,"{3;4;5;7;9}",5,-1,28
0,11,0,"{3;4;5;7;10}",5,-1,29
0,11,0,"{3;4;5;7;11}",5,-1,30
0,11,0,"{3;4;5;8;9}",5,-1,29
0,11,0,"{3;4;5;8;10}",5,-1,30
0,11,0,"{3;4;5;8;11}",5,-1,31
0,11,0,"{3;4;5;9;10}",5,-1,31
0,11,0,"{3;4;5;9;11}",5,-1,32
0,11,0,"{3;4;5;10;11}",5,-1,33
0,11,0,"{3;4;6;7;8}",5,-1,28
0,11,0,"{3;4;6;7;9}",5,-1,29
0,11,0,"{3;4;6;7;10}",5,-1,30
0,11,0,"{3;4;6;7;11}",5,-1,31
0,11,0,"{3;4;6;8;9}",5,-1,30
0,11,0,"{3;4;6;8;10}",5,-1,31
0,11,0,"{3;4;6;8;11}",5,-1,32
0,11,0,"{3;4;6;9;10}",5,-1,32
0,11,0,"{3;4;6;9;11}",5,-1,33
0,11,0,"{3;4;6;10;11}",5,-1,34
0,11,0,"{3;4;7;8;9}",5,-1,31
0,11,0,"{3;4;7;8;10}",5,-1,32
0,11,0,"{3;4;7;8;11}",5,-1,33
0,11,0,"{3;4;7;9;10}",5,-1,33
0,11,0,"{3;4;7;9;11}",5,-1,34
0,11,0,"{3;4;7;10;11}",5,-1,35
0,11,0,"{3;4;8;9;10}",5,-1,34
0,11,0,"{3;4;8;9;11}",5,-1,35
0,11,0,"{3;4;8;10;11}",5,-1,36
0,11,0,"{3;4;9;10;11}",5,-1,37
0,11,0,"{3;5;6;7;8}",5,-1,29
0,11,0,"{3;5;6;7;9}",5,-1,30
0,11,0,"{3;5;6;7;10}",5,-1,31
0,11,0,"{3;5;6;7;11}",5,-1,32
0,11,0,"{3;5;6;8;9}",5,-1,31
0,11,0,"{3;5;6;8;10}",5,-1,32
0,11,0,"{3;5;6;8;11}",5,-1,33
0,11,0,"{3;5;6;9;10}",5,-1,33
0,11,0,"{3;5;6;9;11}",5,-1,34
0,11,0,"{3;5;6;10;11}",5,-1,35
0,11,0,"{3;5;7;8;9}",5,-1,32
0,11,0,"{3;5;7;8;10}",5,-1,33
0,11,0,"{3;5;7;8;11}",5,-1,34
0,11,0,"{3;5;7;9;10}",5,-1,34
0,11,0,"{3;5;7;9;11}",5,-1,35
0,11,0,"{3;5;7;10;11}",5,-1,36
0,11,0,"{3;5;8;9;10}",5,-1,35
0,11,0,"{3;5;8;9;11}",5,-1,36
0,11,0,"{3;5;8;10;11}",5,-1,37
0,11,0,"{3;5;9;10;11}",5,-1,38
0,11,0,"{3;6;7;8;9}",5,-1,33
0,11,0,"{3;6;7;8;10}",5,-1,34
0,11,0,"{3;6;7;8;11}",5,-1,35
0,11,0,"{3;6;7;9;10}",5,-1,35
0,11,0,"{3;6;7;9;11}",5,-1,36
0,11,0,"{3;6;7;10;11}",5,-1,37
0,11,0,"{3;6;8;9;10}",5,-1,36
0,11,0,"{3;6;8;9;11}",5,-1,37
0,11,0,"{3;6;8;10;11}",5,-1,38
0,11,0,"{3;6;9;10;11}",5,-1,39
0,11,0,"{3;7;8;9;10}",5,-1,37
0,11,0,"{3;7;8;9;11}",5,-1,38
0,11,0,"{3;7;8;10;11}",5,-1,39
0,11,0,"{3;7;9;10;11}",5,-1,40
0,11,0,"{4;5;6;7;8}",5,-1,30
0,11,0,"{4;5;6;7;9}",5,-1,31
0,11,0,"{4;5;6;7;10}",5,-1,32
0,11,0,"{4;5;6;7;11}",5,-1,33
0,11,0,"{4;5;6;8;9}",5,-1,32
0,11,0,"{4;5;6;8;10}",5,-1,33
0,11,0,"{4;5;6;8;11}",5,-1,34
0,11,0,"{4;5;6;9;10}",5,-1,34
0,11,0,"{4;5;6;9;11}",5,-1,35
0,11,0,"{4;5;6;10;11}",5,-1,36
0,11,0,"{4;5;7;8;9}",5,-1,33
0,11,0,"{4;5;7;8;10}",5,-1,34
0,11,0,"{4;5;7;8;11}",5,-1,35
0,11,0,"{4;5;7;9;10}",5,-1,35
0,11,0,"{4;5;7;9;11}",5,-1,36
0,11,0,"{4;5;7;10;11}",5,-1,37
0,11,0,"{4;5;8;9;10}",5,-1,36
0,11,0,"{4;5;8;9;11}",5,-1,37
0,11,0,"{4;5;8;10;11}",5,-1,38
0,11,0,"{4;5;9;10;11}",5,-1,39
0,11,0,"{4;6;7;8;9}",5,-1,34
0,11,0,"{4;6;7;8;10}",5,-1,35
0,11,0,"{4;6;7;8;11}",5,-1,36
0,11,0,"{4;6;7;9;10}",5,-1,36
0,11,0,"{4;6;7;9;11}",5,-1,37
0,11,0,"{4;6;7;10;11}",5,-1,38
0,11,0,"{4;6;8;9;10}",5,-1,37
0,11,0,"{4;6;8;9;11}",5,-1,38
0,11,0,"{4;6;8;10;11}",5,-1,39
0,11,0,"{4;6;9;10;11}",5,-1,40
0,11,0,"{4;7;8;9;10}",5,-1,38
0,11,0,"{4;7;8;9;11}",5,-1,39
0,11,0,"{4;7;8;10;11}",5,-1,40
0,11,0,"{5;6;7;8;9}",5,-1,35
0,11,0,"{5;6;7;8;10}",5,-1,36
0,11,0,"{5;6;7;8;11}",5,-1,37
0,11,0,"{5;6;7;9;10}",5,-1,37
0,11,0,"{5;6;7;9;11}",5,-1,38
0,11,0,"{5;6;7;10;11}",5,-1,39
0,11,0,"{5;6;8;9;10}",5,-1,38
0,11,0,"{5;6;8;9;11}",5,-1,39
0,11,0,"{5;6;8;10;11}",5,-1,40
0,11,0,"{5;7;8;9;10}",5,-1,39
0,11,0,"{5;7;8;9;11}",5,-1,40
0,11,0,"{6;7;8;9;10}",5,-1,40
0,11,0,"{1;2;3;4;5;6}",6,1,21
0,11,0,"{1;2;3;4;5;7}",6,1,22
0,11,0,"{1;2;3;4;5;8}",6,1,23
0,11,0,"{1;2;3;4;5;9}",6,1,24
0,11,0,"{1;2;3;4;5;10}",6,1,25
0,11,0,"{1;2;3;4;5;11}",6,1,26
0,11,0,"{1;2;3;4;6;7}",6,1,23
0,11,0,"{1;2;3;4;6;8}",6,1,24
0,11,0,"{1;2;3;4;6;9}",6,1,25
0,11,0,"{1;2;3;4;6;10}",6,1,26
0,11,0,"{1;2;3;4;6;11}",6,1,27
0,11,0,"{1;2;3;4;7;8}",6,1,25
0,11,0,"{1;2;3;4;7;9}",6,1,26
0,11,0,"{1;2;3;4;7;10}",6,1,27
0,11,0,"{1;2;3;4;7;11}",6,1,28
0,11,0,"{1;2;3;4;8;9}",6,1,27
0,11,0,"{1;2;3;4;8;10}",6,1,28
0,11,0,"{1;2;3;4;8;11}",6,1,29
0,11,0,"{1;2;3;4;9;10}",6,1,29
0,11,0,"{1;2;3;4;9;11}",6,1,30
0,11,0,"{1;2;3;4;10;11}",6,1,31
0,11,0,"{1;2;3;5;6;7}",6,1,24
0,11,0,"{1;2;3;5;6;8}",6,1,25
0,11,0,"{1;2;3;5;6;9}",6,1,26
0,11,0,"{1;2;3;5;6;10}",6,1,27
0,11,0,"{1;2;3;5;6;11}",6,1,28
0,11,0,"{1;2;3;5;7;8}",6,1,26
0,11,0,"{1;2;3;5;7;9}",6,1,27
0,11,0,"{1;2;3;5;7;10}",6,1,28
0,11,0,"{1;2;3;5;7;11}",6,1,29
0,11,0,"{1;2;3;5;8;9}",6,1,28
0,11,0,"{1;2;3;5;8;10}",6,1,29
0,11,0,"{1;2;3;5;8;11}",6,1,30
0,11,0,"{1;2;3;5;9;10}",6,1,30
0,11,0,"{1;2;3;5;9;11}",6,1,31
0,11,0,"{1;2;3;5;10;11}",6,1,32
0,11,0,"{1;2;3;6;7;8}",6,1,27
0,11,0,"{1;2;3;6;7;9}",6,1,28
0,11,0,"{1;2;3;6;7;10}",6,1,29
0,11,0,"{1;2;3;6;7;11}",6,1,30
0,11,0,"{1;2;3;6;8;9}",6,1,29
0,11,0,"{1;2;3;6;8;10}",6,1,30
0,11,0,"{1;2;3;6;8;11}",6,1,31
0,11,0,"{1;2;3;6;9;10}",6,1,31
0,11,0,"{1;2;3;6;9;11}",6,1,32
0,11,0,"{1;2;3;6;10;11}",6,1,33
0,11,0,"{1;2;3;7;8;9}",6,1,30
0,11,0,"{1;2;3;7;8;10}",6,1,31
0,11,0,"{1;2;3;7;8;11}",6,1,32
0,11,0,"{1;2;3;7;9;10}",6,1,32
0,11,0,"{1;2;3;7;9;11}",6,1,33
0,11,0,"{1;2;3;7;10;11}",6,1,34
0,11,0,"{1;2;3;8;9;10}",6,1,33
0,11,0,"{1;2;3;8;9;11}",6,1,34
0,11,0,"{1;2;3;8;10;11}",6,1,35
0,11,0,"{1;2;3;9;10;11}",6,1,36
0,11,0,"{1;2;4;5;6;7}",6,1,25
0,11,0,"{1;2;4;5;6;8}",6,1,26
0,11,0,"{1;2;4;5;6;9}",6,1,27
0,11,0,"{1;2;4;5;6;10}",6,1,28
0,11,0,"{1;2;4;5;6;11}",6,1,29
0,11,0,"{1;2;4;5;7;8}",6,1,27
0,11,0,"{1;2;4;5;7;9}",6,1,28
0,11,0,"{1;2;4;5;7;10}",6,1,29
0,11,0,"{1;2;4;5;7;11}",6,1,30
0,11,0,"{1;2;4;5;8;9}",6,1,29
0,11,0,"{1;2;4;5;8;10}",6,1,30
0,11,0,"{1;2;4;5;8;11}",6,1,31
0,11,0,"{1;2;4;5;9;10}",6,1,31
0,11,0,"{1;2;4;5;9;11}",6,1,32
0,11,0,"{1;2;4;5;10;11}",6,1,33
0,11,0,"{1;2;4;6;7;8}",6,1,28
0,11,0,"{1;2;4;6;7;9}",6,1,29
0,11,0,"{1;2;4;6;7;10}",6,1,30
0,11,0,"{1;2;4;6;7;11}",6,1,31
0,11,0,"{1;2;4;6;8;9}",6,1,30
0,11,0,"{1;2;4;6;8;10}",6,1,31
0,11,0,"{1;2;4;6;8;11}",6,1,32
0,11,0,"{1;2;4;6;9;10}",6,1,32
0,11,0,"{1;2;4;6;9;11}",6,1,33
0,11,0,"{1;2;4;6;10;11}",6,1,34
0,11,0,"{1;2;4;7;8;9}",6,1,31
0,11,0,"{1;2;4;7;8;10}",6,1,32
0,11,0,"{1;2;4;7;8;11}",6,1,33
0,11,0,"{1;2;4;7;9;10}",6,1,33
0,11,0,"{1;2;4;7;9;11}",6,1,34
0,11,0,"{1;2;4;7;10;11}",6,1,35
0,11,0,"{1;2;4;8;9;10}",6,1,34
0,11,0,"{1;2;4;8;9;11}",6,1,35
0,11,0,"{1;2;4;8;10;11}",6,1,36
0,11,0,"{1;2;4;9;10;11}",6,1,37
0,11,0,"{1;2;5;6;7;8}",6,1,29
0,11,0,"{1;2;5;6;7;9}",6,1,30
0,11,0,"{1;2;5;6;7;10}",6,1,31
0,11,0,"{1;2;5;6;7;11}",6,1,32
0,11,0,"{1;2;5;6;8;9}",6,1,31
0,11,0,"{1;2;5;6;8;10}",6,1,32
0,11,0,"{1;2;5;6;8;11}",6,1,33
0,11,0,"{1;2;5;6;9;10}",6,1,33
0,11,0,"{1;2;5;6;9;11}",6,1,34
0,11,0,"{1;2;5;6;10;11}",6,1,35
0,11,0,"{1;2;5;7;8;9}",6,1,32
0,11,0,"{1;2;5;7;8;10}",6,1,33
0,11,0,"{1;2;5;7;8;11}",6,1,34
0,11,0,"{1;2;5;7;9;10}",6,1,34
0,11,0,"{1;2;5;7;9;11}",6,1,35
0,11,0,"{1;2;5;7;10;11}",6,1,36
0,11,0,"{1;2;5;8;9;10}",6,1,35
0,11,0,"{1;2;5;8;9;11}",6,1,36
0,11,0,"{1;2;5;8;10;11}",6,1,37
0,11,0,"{1;2;5;9;10;11}",6,1,38
0,11,0,"{1;2;6;7;8;9}",6,1,33
0,11,0,"{1;2;6;7;8;10}",6,1,34
0,11,0,"{1;2;6;7;8;11}",6,1,35
0,11,0,"{1;2;6;7;9;10}",6,1,35
0,11,0,"{1;2;6;7;9;11}",6,1,36
0,11,0,"{1;2;6;7;10;11}",6,1,37
0,11,0,"{1;2;6;8;9;10}",6,1,36
0,11,0,"{1;2;6;8;9;11}",6,1,37
0,11,0,"{1;2;6;8;10;11}",6,1,38
0,11,0,"{1;2;6;9;10;11}",6,1,39
0,11,0,"{1;2;7;8;9;10}",6,1,37
0,11,0,"{1;2;7;8;9;11}",6,1,38
0,11,0,"{1;2;7;8;10;11}",6,1,39
0,11,0,"{1;2;7;9;10;11}",6,1,40
0,11,0,"{1;3;4;5;6;7}",6,1,26
0,11,0,"{1;3;4;5;6;8}",6,1,27
0,11,0,"{1;3;4;5;6;9}",6,1,28
0,11,0,"{1;3;4;5;6;10}",6,1,29
0,11,0,"{1;3;4;5;6;11}",6,1,30
0,11,0,"{1;3;4;5;7;8}",6,1,28
0,11,0,"{1;3;4;5;7;9}",6,1,29
0,11,0,"{1;3;4;5;7;10}",6,1,30
0,11,0,"{1;3;4;5;7;11}",6,1,31
0,11,0,"{1;3;4;5;8;9}",6,1,30
0,11,0,"{1;3;4;5;8;10}",6,1,31
0,11,0,"{1;3;4;5;8;11}",6,1,32
0,11,0,"{1;3;4;5;9;10}",6,1,32
0,11,0,"{1;3;4;5;9;11}",6,1,33
0,11,0,"{1;3;4;5;10;11}",6,1,34
0,11,0,"{1;3;4;6;7;8}",6,1,29
0,11,0,"{1;3;4;6;7;9}",6,1,30
0,11,0,"{1;3;4;6;7;10}",6,1,31
0,11,0,"{1;3;4;6;7;11}",6,1,32
0,11,0,"{1;3;4;6;8;9}",6,1,31
0,11,0,"{1;3;4;6;8;10}",6,1,32
0,11,0,"{1;3;4;6;8;11}",6,1,33
0,11,0,"{1;3;4;6;9;10}",6,1,33
0,11,0,"{1;3;4;6;9;11}",6,1,34
0,11,0,"{1;3;4;6;10;11}",6,1,35
0,11,0,"{1;3;4;7;8;9}",6,1,32
0,11,0,"{1;3;4;7;8;10}",6,1,33
0,11,0,"{1;3;4;7;8;11}",6,1,34
0,11,0,"{1;3;4;7;9;10}",6,1,34
0,11,0,"{1;3;4;7;9;11}",6,1,35
0,11,0,"{1;3;4;7;10;11}",6,1,36
0,11,0,"{1;3;4;8;9;10}",6,1,35
0,11,0,"{1;3;4;8;9;11}",6,1,36
0,11,0,"{1;3;4;8;10;11}",6,1,37
0,11,0,"{1;3;4;9;10;11}",6,1,38
0,11,0,"{1;3;5;6;7;8}",6,1,30
0,11,0,"{1;3;5;6;7;9}",6,1,31
0,11,0,"{1;3;5;6;7;10}",6,1,32
0,11,0,"{1;3;5;6;7;11}",6,1,33
0,11,0,"{1;3;5;6;8;9}",6,1,32
0,11,0,"{1;3;5;6;8;10}",6,1,33
0,11,0,"{1;3;5;6;8;11}",6,1,34
0,11,0,"{1;3;5;6;9;10}",6,1,34
0,11,0,"{1;3;5;6;9;11}",6,1,35
0,11,0,"{1;3;5;6;10;11}",6,1,36
0,11,0,"{1;3;5;7;8;9}",6,1,33
0,11,0,"{1;3;5;7;8;10}",6,1,34
0,11,0,"{1;3;5;7;8;11}",6,1,35
0,11,0,"{1;3;5;7;9;10}",6,1,35
0,11,0,"{1;3;5;7;9;11}",6,1,36
0,11,0,"{1;3;5;7;10;11}",6,1,37
0,11,0,"{1;3;5;8;9;10}",6,1,36
0,11,0,"{1;3;5;8;9;11}",6,1,37
0,11,0,"{1;3;5;8;10;11}",6,1,38
0,11,0,"{1;3;5;9;10;11}",6,1,39
0,11,0,"{1;3;6;7;8;9}",6,1,34
0,11,0,"{1;3;6;7;8;10}",6,1,35
0,11,0,"{1;3;6;7;8;11}",6,1,36
0,11,0,"{1;3;6;7;9;10}",6,1,36
0,11,0,"{1;3;6;7;9;11}",6,1,37
0,11,0,"{1;3;6;7;10;11}",6,1,38
0,11,0,"{1;3;6;8;9;10}",6,1,37
0,11,0,"{1;3;6;8;9;11}",6,1,38
0,11,0,"{1;3;6;8;10;11}",6,1,39
0,11,0,"{1;3;6;9;10;11}",6,1,40
0,11,0,"{1;3;7;8;9;10}",6,1,38
0,11,0,"{1;3;7;8;9;11}",6,1,39
0,11,0,"{1;3;7;8;10;11}",6,1,40
0,11,0,"{1;4;5;6;7;8}",6,1,31
0,11,0,"{1;4;5;6;7;9}",6,1,32
0,11,0,"{1;4;5;6;7;10}",6,1,33
0,11,0,"{1;4;5;6;7;11}",6,1,34
0,11,0,"{1;4;5;6;8;9}",6,1,33
0,11,0,"{1;4;5;6;8;10}",6,1,34
0,11,0,"{1;4;5;6;8;11}",6,1,35
0,11,0,"{1;4;5;6;9;10}",6,1,35
0,11,0,"{1;4;5;6;9;11}",6,1,36
0,11,0,"{1;4;5;6;10;11}",6,1,37
0,11,0,"{1;4;5;7;8;9}",6,1,34
0,11,0,"{1;4;5;7;8;10}",6,1,35
0,11,0,"{1;4;5;7;8;11}",6,1,36
0,11,0,"{1;4;5;7;9;10}",6,1,36
0,11,0,"{1;4;5;7;9;11}",6,1,37
0,11,0,"{1;4;5;7;10;11}",6,1,38
0,11,0,"{1;4;5;8;9;10}",6,1,37
0,11,0,"{1;4;5;8;9;11}",6,1,38
0,11,0,"{1;4;5;8;10;11}",6,1,39
0,11,0,"{1;4;5;9;10;11}",6,1,40
0,11,0,"{1;4;6;7;8;9}",6,1,35
0,11,0,"{1;4;6;7;8;10}",6,1,36
0,11,0,"{1;4;6;7;8;11}",6,1,37
0,11,0,"{1;4;6;7;9;10}",6,1,37
0,11,0,"{1;4;6;7;9;11}",6,1,38
0,11,0,"{1;4;6;7;10;11}",6,1,39
0,11,0,"{1;4;6;8;9;10}",6,1,38
0,11,0,"{1;4;6;8;9;11}",6,1,39
0,11,0,"{1;4;6;8;10;11}",6,1,40
0,11,0,"{1;4;7;8;9;10}",6,1,39
0,11,0,"{1;4;7;8;9;11}",6,1,40
